PL;Player Name;Team;Team Position;7M Goal;7M Shot;7MACC;6M Goal;6M Shot;6MACC;9M Goal;9M Shot;9MACC;Wing Goal;Wing Shot;WINGACC;Pivot Goal;Pivot Shot;PIVOTACC;Fastbreak Goal;Fastbreak Shot;FASTBREAKACC;Total Goal;Total Shot
4403;Marsenic, Mijajlo;BER;P;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;5;7;0,71;1;1;1,00;6;9
4404;Drux, Paul;BER;LB;0;0;0,00;4;5;0,80;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;5;6
4405;Weller, Niklas;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;5;6;0,83;0;0;0,00;5;6
4406;Tissier, Leif;HSV;CB;0;0;0,00;5;8;0,63;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;5;8
4407;Beneke, Max Christoph;BER;RB;0;0;0,00;2;2;1,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4
4408;Andersson, Lasse Bredekjaer;BER;LB;0;0;0,00;0;1;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;3;5
4409;Andersen, Frederik Bo;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
4410;Ossenkopp, Lukas;HSV;LB;0;0;0,00;1;2;0,50;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;4
4411;Spath, Manuel;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
4412;Schimmelbauer, Tobias;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4413;Matthes, Tim;BER;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1
4414;Langhoff, Matthes;BER;LB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4415;Bauer, Philipp;HSV;CB;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;1;2
4416;Axmann, Dominik;HSV;LB;0;0;0,00;1;1;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
4417;Holm, Jacob Tandrup;BER;CB;0;0;0,00;1;2;0,50;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
4418;Forstbauer, Jan;HSV;RB;0;0;0,00;1;2;0,50;0;4;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;6
4419;Koch, Johan;BER;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4420;Vujovic, Milos;BER;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4421;Morros de Argila, Viran;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4422;Kleineidam, Jan;HSV;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4423;Chrintz, Valter;BER;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4424;Gertges, Jonas;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4425;Heinis, Robin;BER;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4426;Sauter, Moritz;BER;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4427;Bergemann, Thies;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;1
4428;Ekberg, Niclas;THW;RW;4;5;0,80;0;0;0,00;0;0;0,00;2;3;0,67;1;1;1,00;0;1;0,00;7;10
4429;Nikolaisen Svegard, Tom Kare;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;6;8;0,75;0;0;0,00;6;8
4430;Boomhouwer, Jeffrey;BHC;LW;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;1;1;1,00;4;4
4431;Duvnjak, Domagoj;THW;CB;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;1;1,00;0;0;0,00;2;3
4432;Wiencek, Patrick;THW;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;7;0,43;1;1;1,00;4;8
4433;Sagosen, Sander;THW;CB;0;0;0,00;4;8;0,50;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;8
4434;Weck, Alexander;BHC;LB;0;0;0,00;1;4;0,25;3;6;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;10
4435;Schonningsen, Simen Nicolay;BHC;RB;0;0;0,00;1;2;0,50;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;3;5
4436;Weinhold, Steffen;THW;RB;0;0;0,00;2;5;0,40;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;6
4437;Darj, Max;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
4438;Gunnarsson, Arnor Thor;BHC;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;1;1;1,00;0;0;0,00;2;3
4439;Reinkind, Harald;THW;RB;0;0;0,00;0;1;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1;1,00;2;3
4440;Bilyk, Nikola;THW;LB;0;0;0,00;1;2;0,50;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
4441;Arnesson, Linus;BHC;LB;1;1;1,00;1;2;0,50;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;4
4442;Babak, Tomas;BHC;CB;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
4443;Horak, Pavel;THW;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4444;Dahmke, Rune;THW;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4445;Damm, Sebastian;BHC;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4446;Hansson, Emil;BHC;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4447;Fraatz, Yannick;BHC;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4448;Zarabec, Miha;THW;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4449;Bergner, Tom;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4450;Ehrig, Sven;THW;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4451;Ciudad Benitez, Leon;THW;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4452;Stutzke, Lukas;BHC;LB;0;0;0,00;0;1;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
4453;Landin Jacobsen, Magnus;THW;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;2
4454;Schiller, Marcel;FAG;LW;5;5;1,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;0;0;0,00;8;8
4455;Lindenchrone Andersen, Jon;FAG;RB;0;0;0,00;3;3;1,00;5;5;1,00;0;0;0,00;0;0;0,00;0;0;0,00;8;8
4456;Holst, Maximilian;WET;LW;7;7;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;7;7
4457;Gulliksen, Kevin Maageroe;FAG;RW;0;0;0,00;0;0;0,00;0;0;0,00;5;7;0,71;0;0;0,00;1;1;1,00;6;8
4458;Cavor, Stefan;WET;RB;0;0;0,00;4;6;0,67;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;5;8
4459;Rubin, Lenny;WET;LB;0;0;0,00;0;1;0,00;5;8;0,63;0;0;0,00;0;0;0,00;0;0;0,00;5;9
4460;Kozina, Kresimir;FAG;P;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;2;3;0,67;0;0;0,00;3;4
4461;Bagersted, Jacob;FAG;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1;1,00;2;2
4462;Nyfjall, Adam;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;2;2
4463;Ellebaek, Tobias;FAG;LB;0;0;0,00;2;2;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
4464;Heymann, Sebastian;FAG;LB;0;0;0,00;1;3;0,33;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;2;5
4465;Forsell Schefvert, Olle;WET;LB;0;0;0,00;1;1;1,00;0;3;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;4
4466;Hermann, Till;FAG;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1
4467;Neudeck, Oskar;FAG;LB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4468;Danner, Felix;WET;P;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;2
4469;Weissgerber, Lars;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;1;2
4470;Kusan, Tomislav;WET;P;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;2
4471;Srsen, Ivan;WET;RB;0;0;0,00;1;1;1,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
4472;Feld, Alexander;WET;CB;0;0;0,00;1;2;0,50;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;4
4473;Mirkulovski, Filip;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4474;Zelenovic, Nemanja;FAG;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4475;Fredriksen, Magnus;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4476;Novak, Domen;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4477;Goller, Axel;FAG;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4478;Mellegard, Emil;WET;LW;0;0;0,00;0;1;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;2
4479;Ivic, Sime;LEI;RB;3;3;1,00;1;1;1,00;3;4;0,75;0;1;0,00;0;0;0,00;0;0;0,00;7;9
4480;Binder, Lukas;LEI;LW;0;0;0,00;0;0;0,00;0;0;0,00;5;8;0,63;0;0;0,00;1;1;1,00;6;9
4481;Urban, Tomas;GWD;RW;2;4;0,50;1;2;0,50;0;0;0,00;1;6;0,17;0;0;0,00;2;2;1,00;6;14
4482;Korte, Mats;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;4;5;0,80;0;0;0,00;1;1;1,00;5;6
4483;Pieczkowski, Niclas;GWD;CB;0;0;0,00;1;2;0,50;3;4;0,75;0;0;0,00;1;1;1,00;0;0;0,00;5;7
4484;Larsen, Patrick Wiesmach;LEI;RW;0;1;0,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;0;0;0,00;3;4
4485;Darmoul, Mohamed Amine;GWD;CB;1;2;0,50;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;3;4
4486;Mamic, Marko;LEI;LB;0;0;0,00;0;1;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;3;5
4487;Richtzenhain, Justus Nicolas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
4488;Gebala, Maciej;LEI;P;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;3
4489;Krzikalla, Lucas;LEI;RW;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
4490;Meister, Lucas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
4491;Jukic, Nikola;GWD;RB;0;0;0,00;1;1;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
4492;Sunnefeldt, Oskar;LEI;LB;0;0;0,00;1;2;0,50;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
4493;Remke, Gregor;LEI;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4494;Milosevic, Alen;LEI;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4495;Thiele, Joshua;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4496;Grebenc, Jan;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4497;Esche, Marc;LEI;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4498;Kranzmann, Florian;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4499;Holzhacker, Paul;GWD;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4500;Bones, Paul;LEI;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4501;Ernst, Simon;LEI;CB;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
4502;Witzke, Luca;LEI;CB;0;0;0,00;0;2;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;3
4503;Schluroff, Miro;GWD;LB;0;0;0,00;0;1;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;3
4504;Heymann, Sebastian;FAG;LB;0;0;0,00;2;3;0,67;6;8;0,75;0;0;0,00;0;0;0,00;1;1;1,00;9;12
4505;Mertens, Lukas;SCM;LW;0;0;0,00;0;0;0,00;0;0;0,00;5;5;1,00;0;0;0,00;2;2;1,00;7;7
4506;Jensen, Magnus Saugstrup;SCM;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;3;3;1,00;1;1;1,00;5;5
4507;Magnusson, Omar Ingi;SCM;RB;2;3;0,67;2;2;1,00;0;1;0,00;0;0;0,00;1;1;1,00;0;0;0,00;5;7
4508;Weber, Philipp;SCM;CB;0;0;0,00;2;2;1,00;2;5;0,40;0;0;0,00;0;0;0,00;1;1;1,00;5;8
4509;Kirsten Evert Smits, Kay;SCM;RB;0;0;0,00;4;4;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4
4510;Gulliksen, Kevin Maageroe;FAG;RW;4;4;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4
4511;Kristjansson, Gisli Thorgeir;SCM;CB;0;0;0,00;4;4;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;5
4512;Schiller, Marcel;FAG;LW;1;3;0,33;2;2;1,00;0;0;0,00;1;4;0,25;0;0;0,00;0;0;0,00;4;9
4513;Kozina, Kresimir;FAG;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;3;4
4514;Hermann, Till;FAG;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
4515;Pettersson, Daniel;SCM;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;2;3
4516;Gullerud, Magnus;SCM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;1;1;1,00;2;3
4517;Lindenchrone Andersen, Jon;FAG;RB;0;0;0,00;1;1;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;3
4518;Musche, Matthias;SCM;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4519;Bezjak, Marko;SCM;CB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4520;Chrapkowski, Piotr;SCM;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1
4521;Hejny, Maximilian;FAG;RB;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4522;Ellebaek, Tobias;FAG;LB;0;0;0,00;1;1;1,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
4523;Bagersted, Jacob;FAG;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4524;Damgaard Nielsen, Michael;SCM;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4525;O'Sullivan, Christian;SCM;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4526;Sarac, Josip;FAG;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4527;Goller, Axel;FAG;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4528;Eissing, Felix;SCM;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4529;Zelenovic, Nemanja;FAG;RB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
4530;Neudeck, Oskar;FAG;LB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
4531;Hafner, Kai;MTM;RB;0;0;0,00;6;9;0,67;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;6;9
4532;Urban, Tomas;GWD;RW;4;4;1,00;0;1;0,00;0;0;0,00;2;5;0,40;0;0;0,00;0;1;0,00;6;11
4533;Jonsson, Elvar Orn;MTM;CB;0;0;0,00;4;4;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;5;6
4534;Schluroff, Miro;GWD;LB;0;0;0,00;1;1;1,00;4;7;0,57;0;0;0,00;0;0;0,00;0;0;0,00;5;8
4535;Kunkel, Yves;MTM;LW;0;1;0,00;0;0;0,00;0;0;0,00;4;6;0,67;0;0;0,00;0;0;0,00;4;7
4536;Kuhn, Julius;MTM;LB;0;0;0,00;2;2;1,00;1;7;0,14;0;0;0,00;0;0;0,00;1;1;1,00;4;10
4537;Reichmann, Tobias;MTM;RW;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
4538;Meister, Lucas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5;0,60;0;0;0,00;3;5
4539;Kastening, Timo;MTM;RW;0;1;0,00;0;0;0,00;0;0;0,00;3;5;0,60;0;0;0,00;0;0;0,00;3;6
4540;Darmoul, Mohamed Amine;GWD;CB;0;0;0,00;0;6;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4;0,75;3;10
4541;Jukic, Nikola;GWD;RB;0;0;0,00;2;3;0,67;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;4
4542;Allendorf, Michael;MTM;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
4543;Grebenc, Jan;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
4544;Korte, Mats;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;1;2
4545;Pieczkowski, Niclas;GWD;CB;0;0;0,00;1;2;0,50;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;4
4546;Maric, Marino;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4547;Richtzenhain, Justus Nicolas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4548;Kalarash, Gleb;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4549;Thiele, Joshua;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4550;Arnarsson, Arnar Freyr;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4551;Kranzmann, Florian;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4552;Kuntscher, David;MTM;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4553;Demerza, Alexej;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4554;Holzhacker, Paul;GWD;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4555;Fuchs, Julian;MTM;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4556;Stoyke, Timo;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4557;Horr, Manuel;MTM;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4558;Jeppsson, Simon;HCE;LB;2;2;1,00;2;3;0,67;3;8;0,38;0;0;0,00;0;0;0,00;0;0;0,00;7;13
4559;Wanne, Hampus;SGF;LW;5;6;0,83;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;6;7
4560;Golla, Johannes;SGF;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;2;2;1,00;5;5
4561;Steinert, Christoph;HCE;RB;3;3;1,00;1;2;0,50;1;5;0,20;0;0;0,00;0;0;0,00;0;0;0,00;5;10
4562;Steinhauser, Marius;SGF;RW;0;0;0,00;0;0;0,00;0;0;0,00;4;4;1,00;0;0;0,00;0;0;0,00;4;4
4563;Firnhaber, Sebastian;HCE;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;1;1;1,00;4;4
4564;Bissel, Christopher;HCE;LW;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;0;0;0,00;2;2;1,00;4;4
4565;Semper, Franz;SGF;RB;0;0;0,00;1;1;1,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
4566;Rod, Magnus;SGF;RB;0;0;0,00;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
4567;Jakobsen, Emil;SGF;LW;0;0;0,00;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;0;1;0,00;3;5
4568;Gottfridsson, Jim;SGF;CB;0;0;0,00;0;0;0,00;2;5;0,40;0;0;0,00;0;0;0,00;0;0;0,00;2;5
4569;Larsen, Mads Mensah;SGF;CB;0;0;0,00;1;2;0,50;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;2;5
4570;Budel, Nico;HCE;CB;0;0;0,00;2;5;0,40;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;6
4571;Metzner, Antonio;HCE;RB;0;0;0,00;1;4;0,25;1;5;0,20;0;0;0,00;0;0;0,00;0;0;0,00;2;9
4572;Link, Nikolai;HCE;LB;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4573;Hald Jensen, Simon;SGF;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
4574;Leban, Patrik;HCE;CB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4575;Sogard, Goran;SGF;LB;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
4576;Svan, Lasse Hansen;SGF;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4577;von Gruchalla, Florian;HCE;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4578;Zechel, Tim;HCE;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4579;Lindskog, Anton;SGF;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4580;Jaeger, Max;HCE;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4581;Overby, Petter;HCE;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4582;Einarsson, Teitur Orn;SGF;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4583;Mensing, Hans Aaron;SGF;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
4584;Olsson, Hampus;HCE;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;1
4585;Ekberg, Niclas;THW;RW;7;7;1,00;1;1;1,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;9;9
4586;Hansen, Johan a Plogv;HAN;RW;6;7;0,86;0;1;0,00;0;0;0,00;2;4;0,50;0;0;0,00;0;0;0,00;8;12
4587;Feise, Hannes;HAN;LW;0;0;0,00;0;0;0,00;0;0;0,00;3;4;0,75;1;1;1,00;2;2;1,00;6;7
4588;Wiencek, Patrick;THW;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;3;5;0,60;2;2;1,00;6;8
4589;Sagosen, Sander;THW;CB;0;0;0,00;4;4;1,00;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;5;6
4590;Cehte, Nejc;HAN;RB;0;0;0,00;4;5;0,80;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;4;6
4591;Fischer, Justus;HAN;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;3;4
4592;Mavers, Veit;HAN;CB;0;0;0,00;3;5;0,60;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;6
