PL;Player Name;Team;Team Position;7M Goal;7M Shot;7MACC;6M Goal;6M Shot;6MACC;9M Goal;9M Shot;9MACC;Wing Goal;Wing Shot;WINGACC;Pivot Goal;Pivot Shot;PIVOTACC;Fastbreak Goal;Fastbreak Shot;FASTBREAKACC;Total Goal;Total Shot
1990;Elisson, Bjarki Mar;TBV;LW;0;1;0,00;1;1;1,00;0;0;0,00;1;3;0,33;0;0;0,00;2;2;1,00;4;7
1991;Carlsbogard, Jonathan;TBV;LB;0;0;0,00;3;4;0,75;1;6;0,17;0;0;0,00;0;0;0,00;0;0;0,00;4;10
1992;Zerbe, Lukas;TBV;RW;2;2;1,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;0;0;0,00;3;5
1993;Marsenic, Mijajlo;BER;P;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;3;5
1994;Hutecek, Lukas;TBV;LB;0;0;0,00;2;3;0,67;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;3;5
1995;Timm, Marcel;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;2;3
1996;Lichtlein, Nils;BER;RB;0;0;0,00;2;2;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
1997;Wiede, Fabian;BER;RB;0;0;0,00;1;2;0,50;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;2;4
1998;Matthes, Tim;BER;LW;0;0;0,00;1;1;1,00;0;0;0,00;0;2;0,00;0;0;0,00;1;1;1,00;2;4
1999;Holm, Jacob Tandrup;BER;CB;0;0;0,00;2;5;0,40;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;6
2000;Koch, Johan;BER;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
2001;Guardiola Villaplana, Gedeon;TBV;P;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;3
2002;Vujovic, Milos;BER;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2003;Morros de Argila, Viran;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2004;Chrintz, Valter;BER;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2005;Langhoff, Matthes;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2006;Blaauw, Niko;TBV;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2007;Schwarzer, Kian;TBV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2008;Simak, Frederik;TBV;LB;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2009;Reitemann, Michel;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;1
2010;Kopljar, Marko;BER;RB;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
2011;Rubin, Lenny;WET;LB;0;0;0,00;2;2;1,00;4;10;0,40;0;0;0,00;0;0;0,00;2;2;1,00;8;14
2012;Zieker, Patrick;TVB;LW;5;5;1,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;7;7
2013;Pfattheicher, Sascha;TVB;RW;0;0;0,00;0;0;0,00;0;0;0,00;4;4;1,00;1;1;1,00;1;1;1,00;6;6
2014;Nyfjall, Adam;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4;1,00;2;2;1,00;6;6
2015;Muller, Jerome;TVB;RB;0;0;0,00;1;1;1,00;3;5;0,60;0;0;0,00;0;0;0,00;1;1;1,00;5;7
2016;Kristjansson, Viggo;TVB;RB;0;0;0,00;1;1;1,00;1;1;1,00;0;0;0,00;0;0;0,00;2;2;1,00;4;4
2017;Peshevski, Zarko;TVB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4;1,00;0;0;0,00;4;4
2018;Mirkulovski, Filip;WET;CB;0;0;0,00;3;5;0,60;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;7
2019;Holst, Maximilian;WET;LW;2;2;1,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
2020;Hanusz, Egon;TVB;CB;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;3;3
2021;Mellegard, Emil;WET;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;3;3
2022;Forsell Schefvert, Olle;WET;LB;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;3;4
2023;Cavor, Stefan;WET;RB;0;0;0,00;3;5;0,60;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;6
2024;Schulze, Alexander;TVB;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1;1,00;0;0;0,00;2;2
2025;Weissgerber, Lars;WET;RW;0;0;0,00;1;1;1,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;2;3
2026;Lonn, Adam;TVB;LB;0;0;0,00;0;1;0,00;2;9;0,22;0;0;0,00;0;0;0,00;0;0;0,00;2;10
2027;Rothlisberger, Samuel;TVB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
2028;Srsen, Ivan;WET;RB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
2029;Kusan, Tomislav;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
2030;Fredriksen, Magnus;WET;CB;0;0;0,00;1;1;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
2031;Meschke, Benjamin;TVB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2032;Novak, Domen;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2033;Klimpke, Ole;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2034;Weiss, Dominik;TVB;LB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2035;Augustinussen, Sebastian;TVB;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;1
2036;Runarsson, Andri Mar;TVB;CB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2037;Lonn, Adam;TVB;LB;0;0;0,00;3;4;0,75;4;6;0,67;0;0;0,00;0;0;0,00;0;0;0,00;7;10
2038;Forstbauer, Jan;HSV;RB;0;0;0,00;3;4;0,75;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;5;6
2039;Mortensen, Casper Ulrich;HSV;LW;3;3;1,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;4;4
2040;Bergemann, Thies;HSV;RW;0;0;0,00;0;0;0,00;0;1;0,00;4;4;1,00;0;0;0,00;0;0;0,00;4;5
2041;Tissier, Leif;HSV;CB;0;0;0,00;3;3;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;5
2042;Pfattheicher, Sascha;TVB;RW;0;0;0,00;0;1;0,00;0;0;0,00;4;4;1,00;0;0;0,00;0;1;0,00;4;6
2043;Weller, Niklas;HSV;P;1;3;0,33;1;1;1,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;4;6
2044;Bauer, Philipp;HSV;CB;0;0;0,00;2;2;1,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
2045;Valiullin, Azat;HSV;LB;0;0;0,00;1;1;1,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
2046;Axmann, Dominik;HSV;LB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;3;3
2047;Muller, Jerome;TVB;RB;0;0;0,00;3;3;1,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4
2048;Zieker, Patrick;TVB;LW;2;4;0,50;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
2049;Spath, Manuel;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1;1,00;2;2
2050;Peshevski, Zarko;TVB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;2;3
2051;Weiss, Dominik;TVB;LB;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2;0,50;0;0;0,00;2;4
2052;Hanusz, Egon;TVB;CB;0;0;0,00;1;4;0,25;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;2;5
2053;Augustinussen, Sebastian;TVB;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;4;0,50;0;0;0,00;0;1;0,00;2;5
2054;Schimmelbauer, Tobias;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
2055;Gertges, Jonas;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
2056;Runarsson, Andri Mar;TVB;CB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
2057;Ossenkopp, Lukas;HSV;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2058;Rothlisberger, Samuel;TVB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2059;Andersen, Frederik Bo;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2060;Schottle, Nico;TVB;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2061;Kleineidam, Jan;HSV;CB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2062;Schulze, Alexander;TVB;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;1
2063;Larsen, Mads Mensah;SGF;CB;0;0;0,00;1;2;0,50;6;8;0,75;0;0;0,00;0;0;0,00;0;0;0,00;7;10
2064;Holm, Jacob Tandrup;BER;CB;0;0;0,00;4;4;1,00;2;4;0,50;0;0;0,00;0;0;0,00;0;0;0,00;6;8
2065;Golla, Johannes;SGF;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;3;3;1,00;1;1;1,00;5;5
2066;Hald Jensen, Simon;SGF;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;5;5;1,00;0;0;0,00;5;5
2067;Andersson, Lasse Bredekjaer;BER;LB;0;0;0,00;1;3;0,33;4;11;0,36;0;0;0,00;0;0;0,00;0;0;0,00;5;14
2068;Lindberg, Hans;BER;RW;3;3;1,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;4;4
2069;Gottfridsson, Jim;SGF;CB;0;0;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4
2070;Einarsson, Teitur Orn;SGF;RB;0;0;0,00;0;1;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;3;5
2071;Marsenic, Mijajlo;BER;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
2072;Svan, Lasse Hansen;SGF;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;2;3
2073;Lichtlein, Nils;BER;RB;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;2;3
2074;Jakobsen, Emil;SGF;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
2075;Mensing, Hans Aaron;SGF;LB;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
2076;Wanne, Hampus;SGF;LW;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;2
2077;Vujovic, Milos;BER;LW;0;0;0,00;0;0;0,00;0;1;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;2
2078;Kopljar, Marko;BER;RB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;2
2079;Michalczik, Marian;BER;LB;0;0;0,00;0;1;0,00;0;2;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;4
2080;Matthes, Tim;BER;LW;0;0;0,00;0;0;0,00;0;1;0,00;1;2;0,50;0;1;0,00;0;0;0,00;1;4
2081;Muller, Michael;SGF;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2082;Steinhauser, Marius;SGF;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2083;Koch, Johan;BER;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2084;Morros de Argila, Viran;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2085;Lindskog, Anton;SGF;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2086;Chrintz, Valter;BER;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2087;Meyer-Siebert, Julius;SGF;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2088;Langhoff, Matthes;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2089;Elisson, Bjarki Mar;TBV;LW;3;3;1,00;0;0;0,00;0;1;0,00;2;3;0,67;1;1;1,00;6;6;1,00;12;14
2090;Ahouansou, Philipp;RNL;LB;0;0;0,00;4;5;0,80;2;5;0,40;0;0;0,00;0;0;0,00;0;0;0,00;6;10
2091;Carlsbogard, Jonathan;TBV;LB;0;0;0,00;6;6;1,00;0;5;0,00;0;0;0,00;0;0;0,00;0;0;0,00;6;11
2092;Reitemann, Michel;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;5;5;1,00;0;0;0,00;5;5
2093;Schmid, Andre;RNL;CB;0;0;0,00;2;3;0,67;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;4;6
2094;Kohlbacher, Jannik;RNL;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;3;3
2095;Zerbe, Lukas;TBV;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;2;2;1,00;3;3
2096;Horzen, Kristjan;RNL;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;3;3
2097;Groetzki, Patrick;RNL;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;1;1;1,00;3;4
2098;Vest Kirkelokke, Niclas;RNL;RB;0;0;0,00;0;1;0,00;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4
2099;Gensheimer, Uwe;RNL;LW;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;3;4
2100;Schagen, Bobby;TBV;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
2101;Helander, Benjamin;RNL;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
2102;Hutecek, Lukas;TBV;LB;0;0;0,00;1;1;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;3
2103;Suton, Tim;TBV;CB;0;0;0,00;2;3;0,67;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;4
2104;Gislason, Ymir Orn;RNL;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
2105;Cederholm, Andreas;TBV;RB;0;0;0,00;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
2106;Knorr, Juri;RNL;CB;0;0;0,00;0;1;0,00;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;1;4
2107;Lagergren, Albin;RNL;RB;0;0;0,00;1;4;0,25;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;5
2108;Patrail, Mait;RNL;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2109;Abutovic, Ilija;RNL;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2110;Diocou Soumare, Mamadou Lamine;RNL;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2111;Blaauw, Niko;TBV;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2112;Schwarzer, Kian;TBV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2113;Simak, Frederik;TBV;LB;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2114;Guardiola Villaplana, Gedeon;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;1;0,00;0;2
2115;Kunkel, Yves;MTM;LW;5;5;1,00;0;0;0,00;0;0;0,00;3;4;0,75;0;0;0,00;1;1;1,00;9;10
2116;Jukic, Nikola;GWD;RB;0;0;0,00;2;3;0,67;6;7;0,86;0;0;0,00;0;0;0,00;0;0;0,00;8;10
2117;Pieczkowski, Niclas;GWD;CB;0;0;0,00;1;1;1,00;5;5;1,00;0;0;0,00;0;0;0,00;1;1;1,00;7;7
2118;Urban, Tomas;GWD;RW;4;5;0,80;1;1;1,00;0;0;0,00;0;0;0,00;0;1;0,00;1;1;1,00;6;8
2119;Hafner, Kai;MTM;RB;0;0;0,00;1;1;1,00;2;6;0,33;1;1;1,00;0;0;0,00;0;0;0,00;4;8
2120;Kuhn, Julius;MTM;LB;0;0;0,00;1;1;1,00;1;2;0,50;0;0;0,00;1;1;1,00;0;0;0,00;3;4
2121;Pavlovic, Domagoj;MTM;CB;0;0;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4
2122;Jonsson, Elvar Orn;MTM;CB;0;0;0,00;2;3;0,67;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;3;5
2123;Kastening, Timo;MTM;RW;1;3;0,33;0;0;0,00;0;0;0,00;2;4;0,50;0;0;0,00;0;0;0,00;3;7
2124;Darmoul, Mohamed Amine;GWD;CB;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2
2125;Korte, Mats;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;1;1,00;2;3
2126;Staar, Max;GWD;RW;0;0;0,00;1;1;1,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;2;3
2127;Richtzenhain, Justus Nicolas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;1;3
2128;Grebenc, Jan;GWD;LB;0;0;0,00;0;0;0,00;1;4;0,25;0;0;0,00;0;0;0,00;0;0;0,00;1;4
2129;Allendorf, Michael;MTM;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2130;Zeitz, Christian;GWD;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2131;Kalarash, Gleb;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2132;Arnarsson, Arnar Freyr;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2133;Meister, Lucas;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2134;Schluroff, Miro;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2135;Kranzmann, Florian;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2136;Kuntscher, David;MTM;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2137;Fuchs, Julian;MTM;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2138;Maric, Marino;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;1
2139;Thiele, Joshua;GWD;P;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
2140;Petersson, Alexander;MTM;RB;0;0;0,00;0;1;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
2141;Janke, Maximilian;GWD;CB;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
2142;Gomes, Andre;MTM;LB;0;0;0,00;0;2;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;3
2143;Strosack, Peter;NLB;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;5;5;1,00;7;7
2144;Cavor, Stefan;WET;RB;0;0;0,00;2;3;0,67;5;7;0,71;0;0;0,00;0;0;0,00;0;0;0,00;7;10
2145;Holst, Maximilian;WET;LW;4;5;0,80;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;5;7
2146;Rubin, Lenny;WET;LB;0;0;0,00;2;2;1,00;2;5;0,40;0;0;0,00;0;0;0,00;1;1;1,00;5;8
2147;Franke, Marten;NLB;RW;0;0;0,00;4;5;0,80;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;6
2148;Kusan, Tomislav;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;1;1;1,00;3;3
2149;Speckmann, Jan-Eric;NLB;LW;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
2150;Weissgerber, Lars;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;2;2;1,00;3;5
2151;Skroblien, Tom;NLB;LW;0;1;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;2;2;1,00;3;6
2152;Forsell Schefvert, Olle;WET;LB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;2;2
2153;Novak, Domen;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;2;2
2154;Nissen, Marek;NLB;LB;0;0;0,00;1;2;0,50;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
2155;Petreikis, Benas;NLB;CB;0;0;0,00;1;3;0,33;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;2;4
2156;Mrakovcic, Luka;NLB;CB;0;0;0,00;1;4;0,25;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;2;6
2157;Mellegard, Emil;WET;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
2158;Petrovsky, Leos;NLB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
2159;Nyfjall, Adam;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
2160;Heiny, Lutz;NLB;LB;0;0;0,00;1;3;0,33;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;5
2161;Danner, Felix;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2162;Drager, Yannick;NLB;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2163;Mirkulovski, Filip;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2164;Baumgartner, Florian;NLB;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2165;Fredriksen, Magnus;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2166;Srsen, Ivan;WET;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2167;Mundus, Marvin;NLB;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
2168;Spohn, Valentin;NLB;LB;0;0;0,00;0;1;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;3
2169;Gulliksen, Kevin Maageroe;FAG;RW;1;2;0,50;0;0;0,00;0;0;0,00;6;7;0,86;0;0;0,00;1;1;1,00;8;10
2170;Magnusson, Omar Ingi;SCM;RB;6;7;0,86;0;1;0,00;3;5;0,60;0;0;0,00;0;0;0,00;0;0;0,00;9;13
2171;Kneule, Tim;FAG;CB;0;0;0,00;3;6;0,50;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;4;7
2172;Schiller, Marcel;FAG;LW;2;4;0,50;0;1;0,00;0;0;0,00;2;2;1,00;1;1;1,00;0;0;0,00;5;8
2173;Mertens, Lukas;SCM;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;2;2;1,00;3;5
2174;Preuss, Moritz;SCM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
2175;O'Sullivan, Christian;SCM;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;2;2
2176;Bezjak, Marko;SCM;CB;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
2177;Jensen, Magnus Saugstrup;SCM;P;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;2;4
2178;Damgaard Nielsen, Michael;SCM;LB;0;0;0,00;1;2;0,50;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;2;5
2179;Heymann, Sebastian;FAG;LB;0;0;0,00;1;3;0,33;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;2;6
