MatchId;Player Name;Team;Position;7M Save;7M Save Accuracy;6M Save;6M Save Accuracy;9M Save;9M Save Accuracy;Wing Save;Wing Save Accuracy;Pivot Save;Pivot Save Accuracy;Fastbreak Save;Fastbreak Save Accuracy
72;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;30;33,33;0;0;10;0,25;0;0
72;Birlehm Joel;LEI;GK;0;0;10;0,5;20;0,4;0;0;0;0;0;0
72;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
73;Rezar Aljosa;NLB;GK;0;0;20;0,5;50;41,67;10;14,29;10;1;0;0
73;Landin Jacobsen Niklas;THW;GK;0;0;10;0,2;20;0,25;20;0,4;10;33,33;0;0
73;Quenstedt Dario;THW;GK;10;0,5;20;66,67;0;0;0;0;0;0;0;0
73;Asheim Havard;NLB;GK;10;0,25;0;0;10;1;0;0;10;1;0;0
74;Kastelic Urh;FAG;GK;0;0;20;0,2;50;83,33;10;33,33;0;0;0;0
74;Buric Benjamin;SGF;GK;0;0;40;28,57;10;1;0;0;0;0;0;0
74;M?ller Kevin;SGF;GK;0;0;20;0,25;0;0;0;0;0;0;0;0
74;Rebmann Daniel;FAG;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
75;Green Krejberg Jannick;SCM;GK;20;66,67;0;0;50;45,45;10;0,2;20;33,33;0;0
75;Ziemer Martin;HCE;GK;10;0,25;0;0;20;0,5;30;0,5;0;0;0;0
75;Ferlin Klemen;HCE;GK;0;0;0;0;40;44,44;10;0,5;0;0;0;0
75;Jensen Mike;SCM;GK;10;1;0;0;0;0;0;0;10;1;0;0
76;Milosavljev Dejan;BER;GK;10;33,33;20;16,67;50;55,56;20;28,57;20;33,33;0;0
76;Zecher Finn;TBV;GK;0;0;20;0,4;20;33,33;20;1;10;33,33;0;0
76;Johannesson Peter;TBV;GK;0;0;40;26,67;0;0;0;0;0;0;0;0
76;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
77;Suljakovic Anadin;WET;GK;0;0;0;0;60;0,6;10;0,2;0;0;0;0
77;Thulin Tobias;TVB;GK;0;0;20;14,29;30;27,27;0;0;0;0;0;0
77;Prost Primoz;TVB;GK;0;0;10;1;10;1;0;0;0;0;0;0
77;Klimpke Till;WET;GK;0;0;0;0;20;0,5;0;0;0;0;0;0
78;Vortmann Jens;HSV;GK;20;66,67;60;0,5;0;0;20;33,33;20;0,5;10;0,5
78;Thulin Tobias;TVB;GK;20;0,5;0;0;10;0,2;0;0;0;0;0;0
78;Bitter Johannes;HSV;GK;0;0;0;0;0;0;10;33,33;0;0;0;0
78;Prost Primoz;TVB;GK;0;0;10;16,67;0;0;0;0;0;0;0;0
79;Buric Benjamin;SGF;GK;0;0;30;3,75;100;55,56;10;0,25;10;33,33;0;0
79;Milosavljev Dejan;BER;GK;0;0;20;0,4;20;0,4;0;0;0;0;0;0
79;Genz Fredrik;BER;GK;0;0;10;33,33;10;1,25;0;0;0;0;0;0
79;M?ller Kevin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
80;Johannesson Peter;TBV;GK;0;0;70;46,67;30;27,27;10;0,25;10;1,25;0;0
80;Palicka Andreas;RNL;GK;0;0;20;0,2;10;0,5;0;0;0;0;10;11,11
80;Spath David;RNL;GK;0;0;0;0;10;1;10;0,5;0;0;0;0
80;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
81;Semisch Malte;GWD;GK;10;0,2;40;36,36;30;42,86;20;0,25;10;0,5;0;0
81;Heinevetter Silvio;MTM;GK;10;0,25;0;0;30;27,27;20;0,5;30;0,75;0;0
81;Simic Nebojsa;MTM;GK;0;0;0;0;20;33,33;0;0;0;0;0;0
81;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
82;Suljakovic Anadin;WET;GK;0;0;70;53,85;30;0,75;10;0,5;0;0;10;16,67
82;Rezar Aljosa;NLB;GK;10;0,25;10;0,2;10;14,29;20;0,5;0;0;0;0
82;Klimpke Till;WET;GK;0;0;0;0;0;0;10;33,33;0;0;0;0
82;Asheim Havard;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
83;Rebmann Daniel;FAG;GK;10;0,2;50;45,45;50;55,56;30;0,6;10;0,25;0;0
83;Jensen Mike;SCM;GK;40;57,14;40;57,14;10;0,5;0;0;10;0,5;0;0
83;Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0;10;0,25;0;0;0;0
83;Kastelic Urh;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
84;Birlehm Joel;LEI;GK;10;33,33;10;16,67;30;33,33;10;0,2;10;14,29;0;0
84;Lesjak Urban;HAN;GK;0;0;0;0;20;0,4;10;14,29;10;0,2;10;0,2
84;Ritschel Matthias;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
84;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
85;Landin Jacobsen Niklas;THW;GK;0;0;20;66,67;80;0,4;10;0,2;20;66,67;10;33,33
85;Mrkva Tomas;BHC;GK;10;0,5;30;3,75;50;83,33;0;0;10;0,25;20;0,5
85;Rudeck Christopher;BHC;GK;0;0;10;33,33;0;0;0;0;0;0;0;0
85;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
86;Ferlin Klemen;HCE;GK;10;0,5;10;16,67;50;55,56;10;16,67;10;0,25;0;0
86;Ruminsky Mario;HBW;GK;0;0;10;33,33;0;0;10;33,33;10;0,5;0;0
86;Sejr Jensen Simon;HBW;GK;0;0;0;0;20;22,22;0;0;0;0;10;1
86;Ziemer Martin;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
87;Heinevetter Silvio;MTM;GK;10;33,33;50;45,45;60;46,15;30;0,75;30;42,86;10;0,25
87;Thulin Tobias;TVB;GK;0;0;30;21,43;20;33,33;10;33,33;0;0;10;14,29
87;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
87;Scheiner Joshua;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
88;Semisch Malte;GWD;GK;10;0,5;20;0,25;70;77,78;60;0,4;0;0;0;0
88;Kastelic Urh;FAG;GK;10;33,33;30;27,27;0;0;10;0,2;20;1;0;0
88;Rebmann Daniel;FAG;GK;0;0;10;0,2;10;33,33;0;0;0;0;0;0
88;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
89;Rezar Aljosa;NLB;GK;30;0,5;20;0,25;10;16,67;0;0;0;0;10;0,5
89;Johannesson Peter;TBV;GK;0;0;10;14,29;20;28,57;0;0;10;0,5;0;0
89;Zecher Finn;TBV;GK;0;0;0;0;20;66,67;0;0;0;0;0;0
89;Asheim Havard;NLB;GK;10;33,33;0;0;0;0;10;33,33;0;0;0;0
90;M?ller Kevin;SGF;GK;0;0;0;0;50;0,5;30;1;10;1;0;0
90;Buric Benjamin;SGF;GK;0;0;20;0,5;30;27,27;0;0;10;0,25;0;0
90;Palicka Andreas;RNL;GK;0;0;20;66,67;10;6,67;0;0;0;0;20;0,5
90;Katsigiannis Nikolas;RNL;GK;0;0;10;0,5;0;0;0;0;0;0;0;0
91;Milosavljev Dejan;BER;GK;0;0;0;0;60;3,75;10;0,2;20;0,4;10;14,29
91;Green Krejberg Jannick;SCM;GK;0;0;20;28,57;40;57,14;0;0;0;0;0;0
91;Jensen Mike;SCM;GK;0;0;10;0,5;10;33,33;0;0;0;0;10;0,5
91;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
92;Lesjak Urban;HAN;GK;10;0,2;10;16,67;40;36,36;10;0,25;30;33,33;10;0,2
92;Landin Jacobsen Niklas;THW;GK;20;66,67;20;33,33;40;0,5;10;33,33;10;0,2;0;0
92;Quenstedt Dario;THW;GK;0;0;0;0;30;0,6;0;0;0;0;0;0
92;Ritschel Matthias;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
93;Saeveraas Kristian Skinstad;LEI;GK;0;0;50;0,5;40;0,5;40;66,67;10;0,1;10;0,25
93;Suljakovic Anadin;WET;GK;0;0;10;0,25;20;66,67;40;57,14;0;0;0;0
93;Klimpke Till;WET;GK;0;0;20;0,5;0;0;0;0;0;0;0;0
93;Birlehm Joel;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
94;Ferlin Klemen;HCE;GK;0;0;40;44,44;70;43,75;20;1;40;57,14;10;33,33
94;Bitter Johannes;HSV;GK;10;0,25;10;1,25;50;33,33;20;66,67;10;0,5;0;0
94;Vortmann Jens;HSV;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
94;Ziemer Martin;HCE;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
95;Ruminsky Mario;HBW;GK;0;0;0;0;90;0,45;10;16,67;20;0,4;10;0,5
95;Rudeck Christopher;BHC;GK;0;0;0;0;50;45,45;0;0;10;0,25;10;0,25
95;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
95;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
96;Semisch Malte;GWD;GK;0;0;30;3,75;40;44,44;30;27,27;0;0;0;0
96;Katsigiannis Nikolas;RNL;GK;0;0;30;21,43;30;0,6;10;0,25;0;0;0;0
96;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
96;Palicka Andreas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
97;Klimpke Till;WET;GK;0;0;20;66,67;60;54,55;0;0;0;0;0;0
97;Sejr Jensen Simon;HBW;GK;10;0,2;10;0,2;30;33,33;10;0,5;0;0;10;33,33
97;Ruminsky Mario;HBW;GK;0;0;0;0;10;0,25;0;0;0;0;10;0,5
97;Suljakovic Anadin;WET;GK;0;0;0;0;10;33,33;0;0;0;0;0;0
98;Rudeck Christopher;BHC;GK;0;0;30;0,3;60;54,55;0;0;20;0,25;10;33,33
98;Ziemer Martin;HCE;GK;0;0;40;0,4;20;66,67;10;33,33;0;0;0;0
98;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
98;Ferlin Klemen;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
99;Bitter Johannes;HSV;GK;10;33,33;30;27,27;50;45,45;10;0,2;0;0;0;0
99;Zecher Finn;TBV;GK;20;66,67;20;0,2;0;0;10;1;0;0;0;0
99;Johannesson Peter;TBV;GK;0;0;10;33,33;10;33,33;10;1;0;0;0;0
99;Vortmann Jens;HSV;GK;0;0;10;0,5;0;0;0;0;0;0;0;0
100;Milosavljev Dejan;BER;GK;10;33,33;10;8,33;40;0,5;20;28,57;10;16,67;0;0
100;Thulin Tobias;TVB;GK;10;0,25;0;0;60;66,67;0;0;0;0;0;0
100;Prost Primoz;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
100;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
101;Heinevetter Silvio;MTM;GK;30;0,75;30;42,86;10;16,67;10;0,5;20;28,57;20;0,25
101;Saeveraas Kristian Skinstad;LEI;GK;0;0;50;45,45;40;33,33;20;0,5;0;0;10;0,2
101;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
101;Birlehm Joel;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
102;Landin Jacobsen Niklas;THW;GK;10;33,33;60;3,75;40;0,5;40;0,5;0;0;0;0
102;Kastelic Urh;FAG;GK;0;0;20;14,29;20;0,4;20;0,5;0;0;0;0
102;Rebmann Daniel;FAG;GK;0;0;0;0;0;0;0;0;10;1;0;0
102;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
103;Heinevetter Silvio;MTM;GK;0;0;20;0,5;60;0,6;10;1;10;16,67;0;0
103;Katsigiannis Nikolas;RNL;GK;10;1;10;16,67;30;0,3;30;3,75;10;0,5;0;0
103;Simic Nebojsa;MTM;GK;10;0,5;0;0;10;16,67;0;0;10;0,25;0;0
103;Grupe Mats;RNL;GK;0;0;10;0,2;20;66,67;0;0;0;0;0;0
104;Pesic Ivan;TVB;GK;20;0,5;0;0;40;0,4;10;0,25;10;14,29;0;0
104;Ziemer Martin;HCE;GK;0;0;20;66,67;20;0,2;10;1,25;0;0;10;0,2
104;Boieck Janis;HCE;GK;0;0;0;0;10;33,33;10;1;0;0;0;0
104;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
105;Kastelic Urh;FAG;GK;10;0,5;10;33,33;50;31,25;0;0;20;22,22;0;0
105;Ruminsky Mario;HBW;GK;10;0,25;0;0;40;44,44;10;0,25;10;0,5;10;0,2
105;Sejr Jensen Simon;HBW;GK;10;0,5;10;33,33;10;16,67;0;0;0;0;0;0
105;Klein Sebastian;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
106;Bitter Johannes;HSV;GK;0;0;20;16,67;30;0,5;10;0,25;0;0;10;0,5
106;Vortmann Jens;HSV;GK;0;0;30;0,5;10;0,5;0;0;0;0;0;0
106;Asheim Havard;NLB;GK;10;0,25;0;0;10;0,2;10;0,2;0;0;0;0
106;Rezar Aljosa;NLB;GK;0;0;0;0;10;16,67;10;0,5;0;0;0;0
107;Milosavljev Dejan;BER;GK;0;0;30;0,6;120;0,8;10;1;0;0;10;33,33
107;Rudeck Christopher;BHC;GK;0;0;10;0,2;20;0,25;0;0;10;0,25;0;0
107;Mrkva Tomas;BHC;GK;0;0;10;33,33;20;0,5;0;0;0;0;0;0
107;Genz Fredrik;BER;GK;0;0;0;0;10;0,2;0;0;10;0,5;0;0
108;Landin Jacobsen Niklas;THW;GK;0;0;50;31,25;40;57,14;20;28,57;20;0,4;0;0
108;Saeveraas Kristian Skinstad;LEI;GK;0;0;20;28,57;20;28,57;10;0,25;0;0;10;33,33
108;Birlehm Joel;LEI;GK;10;33,33;0;0;10;0,25;10;0,5;0;0;0;0
108;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
109;Suljakovic Anadin;WET;GK;0;0;40;0,5;50;35,71;30;3,75;0;0;10;0,5
109;M?ller Kevin;SGF;GK;0;0;10;0,5;10;7,69;0;0;20;66,67;0;0
109;Buric Benjamin;SGF;GK;10;0,5;20;0,5;0;0;0;0;0;0;0;0
109;Klimpke Till;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
110;Lesjak Urban;HAN;GK;10;0,25;20;16,67;80;61,54;10;14,29;20;1;0;0
110;Zecher Finn;TBV;GK;10;1;10;7,69;50;31,25;0;0;10;0,25;0;0
110;Ritschel Matthias;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
110;Muhlenstadt Timon;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
111;Semisch Malte;GWD;GK;10;0,25;20;18,18;50;41,67;20;28,57;0;0;0;0
111;Jensen Mike;SCM;GK;0;0;10;16,67;10;1;20;66,67;10;0,5;0;0
111;Green Krejberg Jannick;SCM;GK;0;0;20;22,22;0;0;0;0;0;0;10;0,25
111;Lichtlein Carsten;GWD;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
112;Birlehm Joel;LEI;GK;10;0,5;30;42,86;70;0,5;20;0,4;0;0;10;0,2
112;Sejr Jensen Simon;HBW;GK;10;0,5;20;18,18;30;0,5;10;0,5;10;0,2;0;0
112;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
112;Baranasic Filip;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
113;Pesic Ivan;TVB;GK;0;0;60;33,33;30;42,86;30;27,27;20;0,5;0;0
113;Lichtlein Carsten;GWD;GK;10;0,25;0;0;10;14,29;10;0,2;20;0,4;10;33,33
113;Semisch Malte;GWD;GK;10;0,5;0;0;10;0,5;10;33,33;10;1;0;0
113;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
114;Buric Benjamin;SGF;GK;20;0,4;40;0,5;50;45,45;10;0,25;0;0;0;0
114;Mrkva Tomas;BHC;GK;0;0;30;0,25;10;33,33;20;66,67;0;0;10;0,2
114;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
114;M?ller Kevin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
115;Landin Jacobsen Niklas;THW;GK;10;33,33;30;33,33;30;0,6;50;6,25;10;0,2;0;0
115;Vortmann Jens;HSV;GK;0;0;20;22,22;20;28,57;10;33,33;20;66,67;0;0
115;Bitter Johannes;HSV;GK;0;0;0;0;10;0,25;10;1;0;0;0;0
115;Quenstedt Dario;THW;GK;0;0;0;0;10;33,33;0;0;0;0;0;0
116;Zecher Finn;TBV;GK;10;0,5;30;21,43;70;0,7;20;33,33;0;0;0;0
116;Green Krejberg Jannick;SCM;GK;0;0;20;28,57;30;0,5;40;0,4;0;0;0;0
116;Jensen Mike;SCM;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
116;Muhlenstadt Timon;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
117;Lesjak Urban;HAN;GK;10;1;60;35,29;10;0,25;10;0,2;20;66,67;0;0
117;Rezar Aljosa;NLB;GK;20;66,67;30;27,27;0;0;50;41,67;0;0;0;0
117;Ebner Domenico;HAN;GK;10;1;0;0;0;0;0;0;0;0;0;0
117;Asheim Havard;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
118;Simic Nebojsa;MTM;GK;0;0;60;46,15;50;38,46;10;0,2;20;0,25;10;0,2
118;Klimpke Till;WET;GK;0;0;40;28,57;20;0,4;10;0,25;0;0;0;0
118;Suljakovic Anadin;WET;GK;10;0,5;10;0,5;0;0;0;0;0;0;0;0
118;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
119;Kastelic Urh;FAG;GK;10;33,33;20;0,2;60;66,67;20;0,4;10;0,2;10;0,2
119;Hassferter Michael;HCE;GK;0;0;10;0,2;10;33,33;0;0;10;0,5;0;0
119;Ziemer Martin;HCE;GK;0;0;10;1,25;0;0;0;0;0;0;0;0
119;Rebmann Daniel;FAG;GK;0;0;0;0;0;0;10;1;0;0;0;0
119;Ziemer Martin;HCE;GK;0;0;0;0;80;0,4;10;0,25;10;0,2;10;0,5
120;Klimpke Till;WET;GK;0;0;0;0;50;55,56;10;0,5;10;16,67;0;0
120;Suljakovic Anadin;WET;GK;0;0;0;0;10;0,2;0;0;0;0;0;0
120;Hassferter Michael;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
121;Green Krejberg Jannick;SCM;GK;0;0;60;35,29;30;3,75;10;0,25;10;0,25;0;0
121;Ebner Domenico;HAN;GK;10;1;20;33,33;0;0;20;0,5;0;0;0;0
121;Lesjak Urban;HAN;GK;10;0,5;10;11,11;20;0,4;0;0;10;16,67;0;0
121;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
122;Semisch Malte;GWD;GK;10;1;20;28,57;50;0,5;10;0,2;20;28,57;20;0,5
122;Rudeck Christopher;BHC;GK;0;0;10;0,2;20;66,67;0;0;10;1;0;0
122;Mrkva Tomas;BHC;GK;0;0;0;0;20;1;0;0;0;0;10;0,25
122;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
123;Heinevetter Silvio;MTM;GK;0;0;10;0,25;40;33,33;30;0,5;10;0,25;0;0
123;Ruminsky Mario;HBW;GK;0;0;0;0;20;18,18;30;0,75;0;0;0;0
123;Simic Nebojsa;MTM;GK;0;0;10;1;20;1;0;0;0;0;0;0
123;Baranasic Filip;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
124;Spohn Valentin;NLB;LB;;0;;66,67;;57,14;;0;;0;;0
124;Petreikis Benas;NLB;CB;;0;;8,75;;0;;0;;0;;0
124;Kristjansson Viggo;TVB;RB;;0,5;;0,8;;33,33;;0;;0;;0
124;Lonn Adam;TVB;LB;;0;;1;;57,14;;0;;0;;0
124;Skroblien Tom;NLB;LW;;0,75;;0;;0;;0;;0;;1
124;Augustinussen Sebastian;TVB;RW;;0;;0;;1;;0,5;;0;;0
124;Hanusz Egon;TVB;CB;;0;;0;;0;;0;;1;;0
124;Peshevski Zarko;TVB;P;;0;;0;;0;;0;;1;;0
124;Speckmann Jan-Eric;NLB;LW;;0;;0;;0;;1;;1;;0
124;Mrakovcic Luka;NLB;CB;;0;;66,67;;0;;0;;0;;0
124;Zieker Patrick;TVB;LW;;0;;0;;0;;0;;0;;1
124;Nissen Marek;NLB;LB;;0;;1;;33,33;;0;;0;;0
124;Muller Jerome;TVB;RB;;0;;1;;0;;0;;0;;0
124;Strosack Peter;NLB;RW;;0;;0;;0;;1;;0;;0
124;Rothlisberger Samuel;TVB;P;;0;;0;;0;;0;;0,5;;0
124;Petrovsky Leos;NLB;P;;0;;0;;0;;0;;0,5;;0
124;Meschke Benjamin;TVB;P;;0;;0;;0;;0;;0;;0
124;Drager Yannick;NLB;P;;0;;0;;0;;0;;0;;0
124;Weiss Dominik;TVB;LB;;0;;0;;0;;0;;0;;0
124;Franke Marten;NLB;RW;;0;;0;;0;;0;;0;;0
124;Mundus Marvin;NLB;RW;;0;;0;;0;;0;;0;;0
124;Schulze Alexander;TVB;LW;;0;;0;;0;;0;;0;;0
124;Pfattheicher Sascha;TVB;RW;;0;;0;;0;;0;;0;;0
124;Runarsson Andri Mar;TVB;CB;;0;;0;;0;;0;;0;;0
124;Kontrec Tin;NLB;P;;0;;0;;0;;0;;0;;0
125;Katsigiannis Nikolas;RNL;GK;10;0,2;10;9,09;50;55,56;0;0;10;0,2;20;0,4
125;Landin Jacobsen Niklas;THW;GK;0;0;10;33,33;0;0;40;0,8;0;0;0;0
125;Quenstedt Dario;THW;GK;0;0;0;0;40;57,14;0;0;0;0;0;0
125;Grupe Mats;RNL;GK;0;0;10;1;0;0;0;0;10;0,5;0;0
126;M?ller Kevin;SGF;GK;20;0,5;60;42,86;70;63,64;30;0,5;10;33,33;0;0
126;Saeveraas Kristian Skinstad;LEI;GK;0;0;30;42,86;10;16,67;0;0;0;0;0;0
126;Birlehm Joel;LEI;GK;0;0;10;0,5;0;0;0;0;0;0;0;0
126;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
127;Bitter Johannes;HSV;GK;0;0;40;28,57;50;71,43;20;33,33;10;33,33;10;14,29
127;Milosavljev Dejan;BER;GK;0;0;0;0;30;27,27;0;0;10;33,33;0;0
127;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
127;Ludwig Lasse;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
128;Kastelic Urh;FAG;GK;10;33,33;10;1,25;50;33,33;10;1,25;10;0,2;0;0
128;Zecher Finn;TBV;GK;0;0;10;14,29;20;0,4;10;1;10;14,29;0;0
128;Buchele Julian;FAG;GK;0;0;0;0;10;1;10;1;0;0;0;0
128;Muhlenstadt Timon;TBV;GK;0;0;0;0;0;0;0;0;0;0;10;1
129;Spohn Valentin;NLB;LB;;0;;66,67;;71,43;;0;;0;;0
129;Gensheimer Uwe;RNL;LW;;1;;0;;0;;1;;0;;1
129;Groetzki Patrick;RNL;RW;;0;;0;;0;;1;;0;;1
129;Ahouansou Philipp;RNL;LB;;0;;83,33;;0,5;;0;;0;;0
129;Zacharias Lion;RNL;LW;;1;;0;;0;;1;;0;;1
129;Kontrec Tin;NLB;P;;0;;0;;0;;0;;1;;1
129;Kohlbacher Jannik;RNL;P;;0;;0;;0;;0;;1;;0
129;Petreikis Benas;NLB;CB;;0;;1;;0;;0;;0;;0
129;Speckmann Jan-Eric;NLB;LW;;0;;0;;0;;0,5;;0;;1
129;Knorr Juri;RNL;CB;;0;;1;;0,5;;0;;0;;0
129;Strosack Peter;NLB;RW;;0;;0;;0;;1;;0;;0,5
129;Horzen Kristjan;RNL;P;;0;;0;;0;;0;;0,5;;0
129;Petrovsky Leos;NLB;P;;0;;0;;0;;0;;1;;0
129;Nissen Marek;NLB;LB;;0;;1;;0;;0;;0;;0
129;Skroblien Tom;NLB;LW;;0;;0;;0;;0;;0;;1
129;Franke Marten;NLB;RW;;0;;0;;0;;0;;0;;1
129;Vest Kirkelokke Niclas;RNL;RB;;0;;0;;33,33;;0;;0;;0
129;Diocou Soumare Mamadou Lamine;RNL;RW;;0;;0;;0;;33,33;;0;;0
129;Mrakovcic Luka;NLB;CB;;0;;33,33;;0;;0;;0;;0
129;Mundus Marvin;NLB;RW;;0;;0,25;;0;;0;;0;;0
129;Patrail Mait;RNL;LB;;0;;0;;0;;0;;0;;0
129;Drager Yannick;NLB;P;;0;;0;;0;;0;;0;;0
129;Nilsson Lukas;RNL;LB;;0;;0;;0;;0;;0;;0
129;Lagergren Albin;RNL;RB;;0;;0;;0;;0;;0;;0
129;Gislason Ymir Orn;RNL;P;;0;;0;;0;;0;;0;;0
129;Schmid Andre;RNL;CB;;0;;0;;0;;0;;0;;0
130;Pesic Ivan;TVB;GK;0;0;30;21,43;20;0,25;0;0;20;0,5;0;0
130;Johannesson Peter;TBV;GK;0;0;40;0,25;0;0;10;33,33;0;0;0;0
130;Zecher Finn;TBV;GK;0;0;10;0,2;10;1;0;0;0;0;0;0
130;Prost Primoz;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
130;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
131;Green Krejberg Jannick;SCM;GK;0;0;40;26,67;50;6,25;20;1;10;16,67;0;0
131;Mrkva Tomas;BHC;GK;0;0;30;17,65;20;66,67;0;0;20;0,5;10;0,5
131;Rudeck Christopher;BHC;GK;0;0;10;0,5;10;1;10;1;10;0,25;0;0
131;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
132;Bitter Johannes;HSV;GK;10;0,5;80;53,33;30;0,75;20;22,22;50;45,45;0;0
132;Lesjak Urban;HAN;GK;0;0;30;42,86;30;3,75;60;54,55;30;3,75;10;0,5
132;Ebner Domenico;HAN;GK;20;66,67;0;0;0;0;0;0;0;0;0;0
132;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
133;Rebmann Daniel;FAG;GK;0;0;50;31,25;50;55,56;20;28,57;0;0;10;0,2
133;Milosavljev Dejan;BER;GK;0;0;30;27,27;40;57,14;40;57,14;10;0,25;0;0
133;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
133;Kastelic Urh;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
134;Heinevetter Silvio;MTM;GK;0;0;0;0;10;0,25;20;66,67;20;0,25;0;0
134;Ziemer Martin;HCE;GK;10;16,67;0;0;30;42,86;0;0;0;0;10;33,33
134;Simic Nebojsa;MTM;GK;0;0;0;0;10;0,2;20;66,67;0;0;0;0
134;Hassferter Michael;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
135;Semisch Malte;GWD;GK;20;33,33;40;57,14;20;0,25;30;0,6;0;0;20;28,57
135;Saeveraas Kristian Skinstad;LEI;GK;20;66,67;10;11,11;0;0;10;33,33;10;1;10;0,25
135;Birlehm Joel;LEI;GK;0;0;0;0;0;0;10;0,5;0;0;0;0
135;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
136;Klimpke Till;WET;GK;10;0,5;0;0;90;81,82;10;16,67;10;0,2;10;0,2
136;Landin Jacobsen Niklas;THW;GK;0;0;20;0,4;40;0,4;20;28,57;0;0;0;0
136;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
136;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
137;Buric Benjamin;SGF;GK;0;0;10;11,11;70;58,33;20;0,4;10;0,25;0;0
