MatchId;Player Name;Team;Position;7M Save;7M Save Accuracy;6M Save;6M Save Accuracy;9M Save;9M Save Accuracy;Wing Save;Wing Save Accuracy;Pivot Save;Pivot Save Accuracy;Fastbreak Save;Fastbreak Save Accuracy
137;Sejr Jensen Simon;HBW;GK;10;1;0;0;30;0,75;10;1;0;0;0;0
137;Ruminsky Mario;HBW;GK;0;0;0;0;10;0,25;0;0;0;0;0;0
137;M?ller Kevin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
138;Landin Jacobsen Niklas;THW;GK;0;0;20;0,5;10;14,29;10;0,2;30;42,86;0;0
138;Pesic Ivan;TVB;GK;10;33,33;20;0,2;10;0,2;0;0;20;28,57;0;0
138;Prost Primoz;TVB;GK;0;0;20;33,33;20;0,5;0;0;10;0,5;0;0
138;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
139;M?ller Kevin;SGF;GK;10;0,5;20;0,4;30;27,27;20;0,5;0;0;0;0
139;Simic Nebojsa;MTM;GK;0;0;0;0;20;22,22;20;0,5;0;0;0;0
139;Heinevetter Silvio;MTM;GK;0;0;10;0,2;10;16,67;0;0;10;0,5;0;0
139;Buric Benjamin;SGF;GK;0;0;10;0,5;0;0;0;0;10;0,5;0;0
140;Rebmann Daniel;FAG;GK;0;0;20;0,2;10;0,25;0;0;20;0,5;10;33,33
140;Lesjak Urban;HAN;GK;0;0;30;21,43;10;0,25;10;16,67;10;33,33;0;0
140;Ebner Domenico;HAN;GK;0;0;10;0,25;0;0;20;66,67;10;0,5;0;0
140;Kastelic Urh;FAG;GK;0;0;0;0;10;0,5;10;0,2;0;0;0;0
141;Katsigiannis Nikolas;RNL;GK;0;0;10;0,2;30;33,33;0;0;20;28,57;10;9,09
141;Ferlin Klemen;HCE;GK;0;0;20;66,67;20;22,22;10;33,33;10;0,2;10;1
141;Ziemer Martin;HCE;GK;0;0;0;0;10;0,25;0;0;20;0,5;0;0
141;Grupe Mats;RNL;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
142;Suljakovic Anadin;WET;GK;0;0;30;23,08;50;83,33;60;66,67;0;0;20;0,25
142;Semisch Malte;GWD;GK;0;0;10;11,11;80;88,89;40;0,5;0;0;0;0
142;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
142;Klimpke Till;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
143;Bitter Johannes;HSV;GK;10;0,25;20;0,2;50;45,45;10;0,5;30;3,75;0;0
143;Jensen Mike;SCM;GK;0;0;20;0,5;20;28,57;10;0,25;10;0,25;0;0
143;Vortmann Jens;HSV;GK;0;0;0;0;30;0,6;0;0;0;0;0;0
143;Green Krejberg Jannick;SCM;GK;0;0;0;0;10;0,25;0;0;10;33,33;0;0
144;Ruminsky Mario;HBW;GK;0;0;10;0,25;20;0,4;0;0;20;66,67;0;0
144;Genz Fredrik;BER;GK;0;0;10;1;10;33,33;0;0;0;0;10;33,33
144;Milosavljev Dejan;BER;GK;0;0;0;0;10;14,29;0;0;20;0,5;0;0
144;Sejr Jensen Simon;HBW;GK;0;0;0;0;20;0,5;0;0;0;0;0;0
145;Mrkva Tomas;BHC;GK;0;0;20;0,25;50;38,46;10;0,25;20;28,57;0;0
145;Zecher Finn;TBV;GK;0;0;20;33,33;70;0,35;0;0;0;0;0;0
145;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
145;Muhlenstadt Timon;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
146;Saeveraas Kristian Skinstad;LEI;GK;0;0;30;27,27;50;71,43;40;44,44;0;0;0;0
146;Rezar Aljosa;NLB;GK;10;0,5;0;0;0;0;0;0;10;33,33;0;0
146;Asheim Havard;NLB;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
146;Birlehm Joel;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
147;Buric Benjamin;SGF;GK;0;0;40;36,36;50;55,56;30;27,27;10;33,33;10;0,2
147;Green Krejberg Jannick;SCM;GK;0;0;40;57,14;60;3,75;10;11,11;10;33,33;0;0
147;M?ller Kevin;SGF;GK;10;1;0;0;0;0;0;0;0;0;0;0
147;Jensen Mike;SCM;GK;0;0;0;0;10;1;0;0;0;0;0;0
148;Kastelic Urh;FAG;GK;0;0;60;35,29;20;0,4;10;14,29;40;57,14;0;0
148;Thulin Tobias;TVB;GK;0;0;10;1,25;20;1;20;0,5;10;0,5;0;0
148;Pesic Ivan;TVB;GK;0;0;20;28,57;0;0;10;1,25;10;33,33;0;0
148;Rebmann Daniel;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
148;Klein Sebastian;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
149;Semisch Malte;GWD;GK;0;0;20;28,57;60;0,6;20;0,2;30;0,6;10;0,25
149;Ruminsky Mario;HBW;GK;0;0;10;1,25;40;66,67;10;16,67;0;0;0;0
149;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
149;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
150;Landin Jacobsen Niklas;THW;GK;0;0;30;0,3;60;66,67;10;33,33;10;1;0;0
150;Johannesson Peter;TBV;GK;10;33,33;30;33,33;30;3,75;0;0;0;0;20;0,4
150;Zecher Finn;TBV;GK;0;0;0;0;30;0,6;0;0;0;0;0;0
150;Quenstedt Dario;THW;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
151;Ebner Domenico;HAN;GK;10;0,5;30;17,65;40;57,14;0;0;20;0,5;0;0
151;Katsigiannis Nikolas;RNL;GK;0;0;20;22,22;40;1;20;33,33;10;9,09;0;0
151;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
151;Grupe Mats;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
152;Heinevetter Silvio;MTM;GK;10;33,33;20;18,18;70;58,33;0;0;20;0,25;10;0,25
152;Milosavljev Dejan;BER;GK;0;0;20;22,22;50;41,67;10;0,25;10;1,25;10;33,33
152;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
152;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
153;Klimpke Till;WET;GK;0;0;20;0,25;10;33,33;20;66,67;0;0;0;0
153;Asheim Havard;NLB;GK;0;0;0;0;30;42,86;10;33,33;0;0;0;0
153;Suljakovic Anadin;WET;GK;20;66,67;0;0;0;0;0;0;10;1;0;0
153;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;10;0,25;0;0;0;0
154;Mrkva Tomas;BHC;GK;10;33,33;70;43,75;20;0,4;10;0,5;0;0;0;0
154;Bitter Johannes;HSV;GK;0;0;50;38,46;20;33,33;10;0,25;20;28,57;0;0
154;Vortmann Jens;HSV;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
154;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
155;Saeveraas Kristian Skinstad;LEI;GK;0;0;40;57,14;70;0,7;20;66,67;10;0,25;10;16,67
155;Ziemer Martin;HCE;GK;30;1;30;0,75;20;0,5;20;0,4;10;0,25;10;0,5
155;Ferlin Klemen;HCE;GK;0;0;0;0;10;33,33;10;0,5;0;0;10;16,67
155;Birlehm Joel;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
156;Semisch Malte;GWD;GK;20;33,33;20;28,57;30;3,75;30;0,6;20;0,4;0;0
156;Green Krejberg Jannick;SCM;GK;0;0;40;0,5;40;0,4;10;33,33;0;0;0;0
156;Jensen Mike;SCM;GK;10;1;0;0;10;0,25;10;1;0;0;0;0
156;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
157;Rudeck Christopher;BHC;GK;0;0;10;0,25;10;33,33;10;0,2;10;9,09;0;0
157;Rebmann Daniel;FAG;GK;0;0;10;16,67;10;0,25;0;0;0;0;0;0
157;Kastelic Urh;FAG;GK;0;0;10;16,67;0;0;0;0;0;0;10;16,67
157;Klama Joonas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
158;Saeveraas Kristian Skinstad;LEI;GK;0;0;20;0,4;70;0,7;20;28,57;0;0;10;16,67
158;Ruminsky Mario;HBW;GK;0;0;20;16,67;40;0,5;0;0;10;33,33;0;0
158;Sejr Jensen Simon;HBW;GK;20;66,67;0;0;0;0;0;0;0;0;0;0
158;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
159;Milosavljev Dejan;BER;GK;0;0;10;14,29;60;46,15;70;8,75;40;1;0;0
159;Birlehm Joel;RNL;GK;0;0;20;28,57;30;23,08;20;1;0;0;10;1
159;Katsigiannis Nikolas;RNL;GK;0;0;0;0;10;1;0;0;0;0;0;0
159;Ludwig Lasse;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
160;M?ller Kevin;SGF;GK;10;33,33;50;55,56;20;66,67;10;11,11;0;0;10;0,25
160;Klimpke Till;WET;GK;0;0;20;0,5;20;33,33;30;3,75;0;0;0;0
160;Buric Benjamin;SGF;GK;0;0;20;33,33;0;0;0;0;0;0;0;0
160;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;10;0,25;0;0;0;0
161;Johannesson Peter;TBV;GK;0;0;20;0,25;40;0,8;10;0,25;10;1;10;33,33
161;Rezar Aljosa;NLB;GK;0;0;0;0;10;14,29;40;0,5;10;0,5;0;0
161;Asheim Havard;NLB;GK;0;0;0;0;30;0,6;10;33,33;0;0;0;0
161;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
162;Quenstedt Dario;THW;GK;0;0;0;0;20;28,57;20;0,4;10;1,25;0;0
162;Vujovic Miljan;TVB;GK;0;0;0;0;10;0,2;30;3,75;20;18,18;0;0
162;Saggau Philip Hartwig;THW;GK;0;0;0;0;10;1;0;0;0;0;0;0
162;Pesic Ivan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
163;M?ller Kevin;SGF;GK;0;0;10;0,5;110;45,83;20;0,4;10;0,5;0;0
163;Ebner Domenico;HAN;GK;20;28,57;10;0,2;60;42,86;10;1,25;20;33,33;10;0,5
163;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
163;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
164;Simic Nebojsa;MTM;GK;0;0;0;0;70;0,7;50;0,5;20;0,5;10;33,33
164;Ruminsky Mario;HBW;GK;0;0;40;44,44;30;33,33;30;3,75;0;0;20;0,25
164;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
164;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
165;Birlehm Joel;RNL;GK;0;0;40;44,44;30;0,6;0;0;20;66,67;0;0
165;Sonne-Hansen Kim;HCE;GK;0;0;0;0;20;33,33;40;33,33;10;33,33;0;0
165;Katsigiannis Nikolas;RNL;GK;0;0;0;0;10;16,67;0;0;10;1;0;0
165;Ferlin Klemen;HCE;GK;0;0;0;0;10;33,33;0;0;0;0;0;0
166;Jensen Mike;SCM;GK;0;0;30;33,33;10;0,5;20;0,5;10;0,25;0;0
166;Rezar Aljosa;NLB;GK;0;0;10;0,1;30;0,6;10;16,67;0;0;0;0
166;Green Krejberg Jannick;SCM;GK;0;0;10;0,25;30;0,75;0;0;0;0;0;0
166;Asheim Havard;NLB;GK;0;0;10;0,25;0;0;20;0,5;0;0;0;0
167;Milosavljev Dejan;BER;GK;0;0;20;0,25;30;0,6;10;33,33;0;0;0;0
167;Bitter Johannes;HSV;GK;0;0;10;14,29;10;16,67;0;0;10;16,67;0;0
167;Ludwig Lasse;BER;GK;0;0;10;33,33;0;0;0;0;10;33,33;0;0
167;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
168;Rudeck Christopher;BHC;GK;10;0,2;60;46,15;10;0,25;30;0,6;30;3,75;10;33,33
168;Landin Jacobsen Niklas;THW;GK;0;0;40;66,67;10;0,25;0;0;10;1,25;0;0
168;Quenstedt Dario;THW;GK;0;0;10;33,33;0;0;0;0;10;33,33;0;0
168;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
168;Klama Joonas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
168;Saggau Philip Hartwig;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
169;Kastelic Urh;FAG;GK;0;0;50;41,67;50;45,45;0;0;0;0;0;0
169;Klimpke Till;WET;GK;0;0;10;16,67;10;16,67;10;14,29;10;0,25;0;0
169;Rebmann Daniel;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
169;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
170;Saeveraas Kristian Skinstad;LEI;GK;20;0,5;30;42,86;30;0,5;40;44,44;10;0,2;0;0
170;Semisch Malte;GWD;GK;10;0,25;30;0,6;40;0,4;20;0,2;0;0;0;0
170;Lichtlein Carsten;GWD;GK;0;0;10;1;10;1;10;1;0;0;0;0
170;El-Tayar Mohamed Essam Moustafa;LEI;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
171;Jensen Mike;SCM;GK;0;0;10;0,25;20;0,25;20;66,67;10;33,33;0;0
171;Rebmann Daniel;FAG;GK;0;0;0;0;30;0,75;10;0,2;0;0;0;0
171;Kastelic Urh;FAG;GK;10;1;0;0;0;0;0;0;10;33,33;0;0
171;Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
172;Simic Nebojsa;MTM;GK;0;0;40;0,5;60;0,6;40;0,5;10;0,25;10;0,25
172;Semisch Malte;GWD;GK;10;33,33;10;7,69;70;77,78;40;33,33;0;0;0;0
172;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
172;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
173;M?ller Kevin;SGF;GK;0;0;50;38,46;60;0,5;0;0;10;0,25;0;0
173;Ziemer Martin;HCE;GK;0;0;10;33,33;0;0;10;0,5;0;0;0;0
173;Ferlin Klemen;HCE;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
173;Sonne-Hansen Kim;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
173;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
174;Landin Jacobsen Niklas;THW;GK;10;14,29;40;30,77;20;1;20;28,57;10;0,2;0;0
174;Ebner Domenico;HAN;GK;0;0;20;0,25;20;0,5;10;0,5;20;33,33;0;0
174;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
174;Saggau Philip Hartwig;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
175;Milosavljev Dejan;BER;GK;0;0;40;0,5;80;0,5;20;33,33;10;0,5;10;0,2
175;Thulin Tobias;TVB;GK;10;33,33;10;0,2;20;0,5;20;66,67;10;0,2;0;0
175;Vujovic Miljan;TVB;GK;0;0;20;28,57;0;0;0;0;10;0,5;0;0
175;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
176;Bitter Johannes;HSV;GK;0;0;20;22,22;30;0,6;30;3,75;0;0;10;0,2
176;Klimpke Till;WET;GK;10;0,25;10;0,2;40;36,36;0;0;20;0,4;10;0,2
176;Vortmann Jens;HSV;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
176;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
177;Mrkva Tomas;BHC;GK;0;0;20;0,5;70;43,75;0;0;0;0;10;33,33
177;Zecher Finn;TBV;GK;0;0;0;0;30;0,5;0;0;20;0,4;0;0
177;Johannesson Peter;TBV;GK;0;0;0;0;20;33,33;10;0,5;0;0;0;0
177;Klama Joonas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
178;Heinevetter Silvio;MTM;GK;0;0;20;0,5;40;44,44;20;0,5;40;0,4;10;16,67
178;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;50;0,5;10;0,25;0;0;10;0,5
178;El-Tayar Mohamed Essam Moustafa;LEI;GK;20;1;20;0,4;0;0;0;0;0;0;0;0
178;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
179;Mrkva Tomas;BHC;GK;0;0;40;33,33;30;27,27;30;3,75;10;33,33;10;0,25
179;Pesic Ivan;TVB;GK;0;0;20;0,2;30;42,86;10;14,29;0;0;0;0
179;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
179;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
179;Vujovic Miljan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
179;Klama Joonas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
180;Green Krejberg Jannick;SCM;GK;0;0;20;16,67;30;0,75;0;0;10;0,5;10;14,29
180;Jensen Mike;SCM;GK;0;0;20;66,67;10;0,5;0;0;20;1;10;1
180;Johannesson Peter;TBV;GK;0;0;10;0,2;20;0,5;10;0,25;0;0;0;0
180;Zecher Finn;TBV;GK;0;0;10;16,67;20;28,57;0;0;0;0;0;0
181;Landin Jacobsen Niklas;THW;GK;0;0;10;0,25;20;0,4;10;0,2;60;0,6;0;0
181;Ziemer Martin;HCE;GK;0;0;10;33,33;30;33,33;10;1;0;0;0;0
181;Ferlin Klemen;HCE;GK;10;33,33;10;16,67;10;33,33;0;0;0;0;0;0
181;Quenstedt Dario;THW;GK;0;0;10;0,5;10;33,33;0;0;0;0;0;0
182;Semisch Malte;GWD;GK;30;33,33;20;0,5;50;38,46;10;14,29;0;0;0;0
182;Buric Benjamin;SGF;GK;10;0,5;10;0,25;20;22,22;0;0;0;0;0;0
182;M?ller Kevin;SGF;GK;0;0;0;0;30;0,25;0;0;0;0;0;0
182;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
183;Klimpke Till;WET;GK;0;0;40;26,67;60;1;10;16,67;20;33,33;10;0,25
183;Birlehm Joel;RNL;GK;0;0;0;0;20;33,33;0;0;0;0;10;0,25
183;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;10;33,33;10;1;0;0
183;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
184;Milosavljev Dejan;BER;GK;0;0;10;8,33;20;0,5;10;0,25;10;0,2;0;0
184;Asheim Havard;NLB;GK;0;0;10;0,2;20;28,57;10;33,33;0;0;0;0
184;Rezar Aljosa;NLB;GK;0;0;0;0;20;33,33;0;0;0;0;0;0
184;Genz Fredrik;BER;GK;10;1;0;0;0;0;10;1;0;0;0;0
185;Zecher Finn;TBV;GK;0;0;60;0,3;40;1;0;0;0;0;0;0
185;Lesjak Urban;HAN;GK;0;0;30;23,08;10;0,5;20;28,57;10;0,5;0;0
185;Johannesson Peter;TBV;GK;0;0;10;33,33;10;1;0;0;0;0;0;0
185;Ebner Domenico;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
186;Simic Nebojsa;MTM;GK;10;33,33;10;14,29;80;57,14;0;0;20;28,57;0;0
186;Bitter Johannes;HSV;GK;0;0;30;0,3;20;0,4;0;0;10;1;0;0
186;Vortmann Jens;HSV;GK;0;0;0;0;20;33,33;0;0;0;0;0;0
186;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
187;Pesic Ivan;TVB;GK;0;0;50;27,78;50;83,33;20;33,33;10;14,29;0;0
187;Klimpke Till;WET;GK;0;0;40;33,33;40;57,14;20;28,57;10;33,33;0;0
187;Suljakovic Anadin;WET;GK;10;0,5;0;0;20;0,5;0;0;0;0;0;0
187;Vujovic Miljan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
188;Semisch Malte;GWD;GK;20;0,5;40;30,77;40;0,5;0;0;0;0;10;0,5
188;Birlehm Joel;RNL;GK;20;0,4;40;33,33;20;0,25;0;0;0;0;10;0,2
188;Lichtlein Carsten;GWD;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
188;Katsigiannis Nikolas;RNL;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
189;Jensen Mike;SCM;GK;0;0;30;3,75;50;71,43;0;0;10;0,25;0;0
189;Mrkva Tomas;BHC;GK;0;0;30;0,6;10;0,2;0;0;0;0;10;0,5
189;Rudeck Christopher;BHC;GK;10;0,2;20;0,25;20;0,25;0;0;0;0;0;0
189;Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0;20;0,4;0;0;0;0
190;M?ller Kevin;SGF;GK;0;0;40;36,36;90;0,6;0;0;20;0,4;0;0
190;Saeveraas Kristian Skinstad;LEI;GK;10;0,5;20;28,57;10;14,29;10;0,25;50;45,45;10;0,25
190;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
190;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
191;Ziemer Martin;HCE;GK;20;0,5;40;33,33;40;57,14;20;33,33;0;0;0;0
191;Asheim Havard;NLB;GK;10;1;10;33,33;40;44,44;40;44,44;0;0;0;0
191;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
191;Sonne-Hansen Kim;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
192;Ruminsky Mario;HBW;GK;30;0,5;10;16,67;50;55,56;10;0,25;20;33,33;0;0
192;Quenstedt Dario;THW;GK;20;0,4;10;0,25;20;0,4;20;0,2;10;0,25;0;0
192;Sejr Jensen Simon;HBW;GK;0;0;0;0;10;33,33;10;0,5;0;0;0;0
192;Saggau Philip Hartwig;THW;GK;0;0;0;0;0;0;0;0;10;1;0;0
193;Ebner Domenico;HAN;GK;0;0;70;41,18;20;0,4;30;3,75;40;44,44;0;0
193;Rudeck Christopher;BHC;GK;0;0;20;0,25;10;0,5;20;66,67;10;33,33;10;1
193;Mrkva Tomas;BHC;GK;0;0;20;33,33;0;0;0;0;0;0;0;0
193;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
194;Asheim Havard;NLB;GK;10;0,5;30;0,25;20;33,33;30;42,86;10;0,5;10;33,33
194;Semisch Malte;GWD;GK;0;0;0;0;40;66,67;30;0,3;10;33,33;0;0
194;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
194;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
195;Ziemer Martin;HCE;GK;0;0;40;0,4;10;0,5;0;0;30;0,6;0;0
195;Bitter Johannes;HSV;GK;20;0,5;20;0,25;10;33,33;0;0;10;33,33;0;0
195;Vortmann Jens;HSV;GK;10;33,33;30;33,33;0;0;10;1;0;0;0;0
195;Ferlin Klemen;HCE;GK;0;0;30;0,5;0;0;0;0;0;0;0;0
196;Saeveraas Kristian Skinstad;LEI;GK;0;0;20;0,5;20;0,4;10;0,25;0;0;0;0
196;Rebmann Daniel;FAG;GK;0;0;20;22,22;0;0;10;0,2;0;0;0;0
196;Kastelic Urh;FAG;GK;0;0;10;0,25;20;0,5;0;0;0;0;0;0
196;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;10;33,33;20;0,5;0;0;0;0;0;0
197;Milosavljev Dejan;BER;GK;10;0,2;30;3,75;60;0,4;0;0;20;0,4;0;0
197;Quenstedt Dario;THW;GK;0;0;0;0;70;46,67;10;16,67;0;0;0;0
197;Saggau Philip Hartwig;THW;GK;0;0;0;0;20;0,4;0;0;10;1;0;0
197;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
198;Buric Benjamin;SGF;GK;0;0;30;3,75;80;0,5;30;0,6;30;0,5;0;0
198;Ruminsky Mario;HBW;GK;0;0;10;0,25;50;35,71;30;0,3;10;0,2;0;0
198;M?ller Kevin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
198;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
199;Simic Nebojsa;MTM;GK;10;0,25;40;26,67;20;0,5;10;0,25;10;14,29;10;33,33
199;Birlehm Joel;RNL;GK;0;0;40;33,33;40;66,67;10;14,29;10;0,5;0;0
199;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
199;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
199;Appelgren Mikael;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
200;Johannesson Peter;TBV;GK;0;0;20;28,57;60;0,6;10;16,67;0;0;0;0
200;Klimpke Till;WET;GK;0;0;10;1,25;30;0,5;20;33,33;0;0;10;33,33
200;Suljakovic Anadin;WET;GK;0;0;20;66,67;10;0,5;10;33,33;0;0;0;0
200;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
201;Pesic Ivan;TVB;GK;10;0,25;10;14,29;20;0,4;10;0,5;0;0;0;0
201;Green Krejberg Jannick;SCM;GK;0;0;0;0;20;0,5;0;0;10;33,33;0;0
201;Vujovic Miljan;TVB;GK;10;0,2;10;0,2;10;1;0;0;0;0;0;0
201;Jensen Mike;SCM;GK;0;0;0;0;30;0,6;0;0;0;0;0;0
202;Ebner Domenico;HAN;GK;10;0,25;50;33,33;20;0,5;10;0,5;0;0;0;0
202;Pesic Ivan;TVB;GK;10;1;10;9,09;0;0;30;0,6;20;0,4;10;0,25
202;Vujovic Miljan;TVB;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
202;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
203;Milosavljev Dejan;BER;GK;20;66,67;10;8,33;40;0,8;30;27,27;30;0,75;10;33,33
203;Zecher Finn;TBV;GK;0;0;20;18,18;20;0,5;0;0;20;33,33;0;0
203;Johannesson Peter;TBV;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
203;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
204;Ferlin Klemen;HCE;GK;10;33,33;30;42,86;40;44,44;10;1,25;0;0;20;0,4
204;Rebmann Daniel;FAG;GK;0;0;30;42,86;40;0,5;20;0,4;0;0;10;33,33
204;Kastelic Urh;FAG;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
204;Ziemer Martin;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
205;Birlehm Joel;RNL;GK;0;0;10;0,2;80;0,8;20;33,33;10;0,5;10;33,33
205;Sejr Jensen Simon;HBW;GK;10;33,33;10;0,25;10;33,33;10;14,29;10;0,25;0;0
205;Appelgren Mikael;RNL;GK;0;0;0;0;20;66,67;0;0;0;0;20;0,5
205;Ruminsky Mario;HBW;GK;10;33,33;10;1;0;0;0;0;0;0;0;0
206;Rudeck Christopher;BHC;GK;0;0;100;6,25;30;3,75;0;0;20;33,33;20;0,5
206;Klimpke Till;WET;GK;10;33,33;20;0,2;50;83,33;20;0,4;0;0;0;0
206;Suljakovic Anadin;WET;GK;0;0;0;0;20;66,67;0;0;0;0;0;0
206;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
207;Landin Jacobsen Niklas;THW;GK;30;0,6;20;22,22;20;33,33;30;33,33;0;0;0;0
207;Green Krejberg Jannick;SCM;GK;0;0;10;16,67;20;22,22;30;0,5;0;0;0;0
207;Jensen Mike;SCM;GK;0;0;10;0,5;0;0;20;66,67;0;0;0;0
207;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
208;Buric Benjamin;SGF;GK;0;0;30;33,33;30;0,25;20;0,5;0;0;10;0,5
208;Heinevetter Silvio;MTM;GK;0;0;10;0,2;20;28,57;10;33,33;0;0;0;0
208;M?ller Kevin;SGF;GK;0;0;10;1;10;0,5;10;1;10;33,33;0;0
