7MSHOT;7MACC;6MSHOT;6MACC;9MSHOT;9MACC;WINGSHOT;WINGACC;PIVOTSHOT;PIVOTACC;FASTBREAKSHOT;FASTBREAKACC;SHOT;GOAL
1;1;1;0;0;0;2;0;1;1;1;1;6;3
5;1;0;0;0;0;2;1;0;0;1;1;8;8
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;3;1;0;0;1;1;4;4
0;0;0;0;0;0;2;0;0;0;0;0;2;0
5;1;0;0;0;0;3;1;0;0;0;0;8;8
7;1;0;0;0;0;0;0;0;0;0;0;7;7
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;1;0;0;0;1;0;0;0;0;0;2;0
0;0;0;0;0;0;8;0.63;0;0;1;1;9;6
0;0;0;0;0;0;5;0.8;0;0;1;1;6;5
0;0;0;0;0;0;5;1;0;0;2;1;7;7
3;0.33;2;1;0;0;4;0.25;0;0;0;0;9;4
0;0;0;0;0;0;1;1;0;0;1;1;2;2
1;0;0;0;0;0;6;0.67;0;0;0;0;7;4
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
6;0.83;0;0;0;0;1;1;0;0;0;0;7;6
0;0;1;1;0;0;1;1;0;0;2;1;4;4
0;0;0;0;0;0;4;0.75;0;0;1;0;5;3
0;0;0;0;0;0;4;0.75;1;1;2;1;7;6
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;3;0.67;0;0;2;1;5;4
1;1;1;0;0;0;2;0.5;0;0;3;0.33;7;3
0;0;0;0;0;0;1;1;0;0;1;1;2;2
6;0.67;0;0;1;0;1;1;0;0;1;1;9;6
5;0.8;0;0;0;0;0;0;0;0;0;0;5;4
0;0;0;0;0;0;3;0.67;0;0;2;1;5;4
0;0;0;0;0;0;0;0;0;0;1;1;1;1
4;1;0;0;0;0;2;1;1;1;1;1;8;8
0;0;0;0;1;0;4;0.75;0;0;2;1;7;5
0;0;0;0;0;0;3;0.33;2;0.5;1;0;6;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;4;1;0;0;0;0;4;4
0;0;0;0;0;0;6;0.5;0;0;1;1;7;4
3;1;1;0;0;0;2;0.5;0;0;4;0.75;10;7
0;0;2;0;0;0;3;0.67;0;0;1;1;6;3
0;0;0;0;0;0;1;1;1;1;0;0;2;2
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
4;0.75;0;0;0;0;4;1;0;0;0;0;8;7
5;0.6;1;1;0;0;1;1;0;0;1;1;8;6
0;0;0;0;2;0.5;1;0;0;0;3;1;6;4
0;0;0;0;0;0;1;1;0;0;3;0.67;4;3
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
1;1;0;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;6;0.33;0;0;0;0;7;3
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;0;1;0
1;1;3;0.67;0;0;8;0.5;1;1;1;1;14;9
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;4;0.75;0;0;0;0;4;3
3;0.33;0;0;0;0;0;0;0;0;0;0;3;1
0;0;1;1;0;0;3;0.67;0;0;0;0;4;3
2;1;0;0;0;0;0;0;0;0;0;0;2;2
0;0;0;0;1;1;1;1;0;0;0;0;2;2
2;1;0;0;0;0;3;0.67;0;0;3;0.67;8;6
0;0;0;0;0;0;5;0.6;0;0;0;0;5;3
0;0;0;0;0;0;1;1;0;0;4;1;5;5
0;0;0;0;0;0;4;0.5;0;0;1;1;5;3
3;0.33;1;1;0;0;1;1;2;0.5;1;1;8;5
0;0;0;0;0;0;2;0.5;1;0;3;1;6;4
0;0;0;0;1;1;2;0.5;1;1;4;1;8;7
3;0.33;0;0;0;0;6;0.67;0;0;0;0;9;5
4;0.75;1;1;0;0;2;1;0;0;0;0;7;6
0;0;0;0;0;0;6;0.83;0;0;0;0;6;5
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;1;0;1;1;4;0.75;0;0;0;0;6;4
0;0;0;0;0;0;1;0;0;0;0;0;1;0
3;0.67;1;1;0;0;8;0.63;1;1;0;0;13;9
0;0;0;0;0;0;5;0.4;0;0;1;0;6;2
0;0;1;0;0;0;0;0;0;0;0;0;1;0
3;1;1;1;0;0;5;0.6;0;0;1;1;10;8
0;0;0;0;0;0;1;1;0;0;1;1;2;2
5;0.8;0;0;0;0;6;0.83;1;1;0;0;12;10
0;0;2;1;0;0;5;1;0;0;0;0;7;7
0;0;1;1;0;0;2;1;0;0;2;1;5;5
0;0;1;0;0;0;4;1;1;0;0;0;6;4
5;0.8;1;1;0;0;0;0;0;0;3;1;9;8
0;0;0;0;0;0;4;0.5;0;0;1;1;5;3
0;0;0;0;1;1;5;0.2;0;0;1;1;7;3
0;0;0;0;0;0;4;0.75;0;0;1;1;5;4
0;0;0;0;0;0;1;1;0;0;1;1;2;2
1;1;1;1;0;0;4;1;1;1;6;0.83;13;12
1;1;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;1;0;0;0;1;1;2;1
0;0;1;1;0;0;5;0.8;0;0;1;1;7;6
0;0;1;1;0;0;2;1;0;0;1;1;4;4
3;1;0;0;0;0;0;0;1;1;0;0;4;4
0;0;0;0;1;1;2;0;0;0;3;0.67;6;3
4;0.25;0;0;0;0;5;0.8;0;0;0;0;9;5
0;0;0;0;0;0;3;1;1;0;2;0.5;6;4
3;0.67;0;0;0;0;2;1;0;0;1;1;6;5
0;0;0;0;0;0;2;1;1;0;1;1;4;3
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;4;0.75;0;0;0;0;4;3
0;0;0;0;0;0;4;0.75;0;0;1;0;5;3
1;1;1;1;0;0;0;0;0;0;0;0;2;2
0;0;0;0;0;0;2;0.5;0;0;3;1;5;4
0;0;0;0;0;0;2;1;0;0;2;0.5;4;3
1;1;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
1;1;0;0;0;0;2;0.5;0;0;0;0;3;2
4;0.5;0;0;0;0;1;1;0;0;2;1;7;5
0;0;3;0.33;0;0;0;0;0;0;0;0;3;1
0;0;1;0;0;0;2;0;0;0;0;0;3;0
2;0.5;1;0;0;0;3;0.67;2;0.5;0;0;8;4
0;0;0;0;0;0;1;1;0;0;0;0;1;1
6;1;0;0;1;0;3;0.67;0;0;2;0.5;12;9
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;2;0.5;0;0;3;1;5;4
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;2;0;1;1;0;0;3;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
3;0.67;3;0.67;0;0;1;0;0;0;0;0;7;4
0;0;0;0;0;0;3;0.67;2;0.5;0;0;5;3
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;2;0;0;0;2;1;4;2
0;0;0;0;0;0;1;0;0;0;0;0;1;0
3;1;1;1;1;1;4;0.5;2;0.5;3;1;14;11
1;0;0;0;0;0;2;0.5;0;0;2;1;5;3
0;0;0;0;0;0;1;0;0;0;0;0;1;0
1;0;1;0;0;0;3;0.33;0;0;3;0.67;8;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;0;0;0;1;1;0;0;1;0;3;1
0;0;0;0;0;0;3;0;0;0;0;0;3;0
2;0.5;2;0.5;0;0;5;0.6;1;1;0;0;10;6
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;1;1;0;0;1;0;0;0;0;0;2;1
4;0.75;0;0;1;0;1;1;1;1;2;1;9;7
2;0.5;0;0;0;0;3;0.67;2;0.5;1;1;8;5
0;0;0;0;0;0;3;0.33;0;0;1;1;4;2
0;0;0;0;0;0;4;0.5;0;0;1;1;5;3
3;1;1;0;0;0;0;0;0;0;0;0;4;3
0;0;0;0;0;0;3;0.67;0;0;1;1;4;3
2;1;0;0;0;0;0;0;0;0;0;0;2;2
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;0;0;0;0;2;0.5;0;0;2;0.5;4;2
5;1;1;1;1;0;2;1;0;0;2;0.5;11;9
0;0;1;1;0;0;1;1;0;0;1;1;3;3
0;0;0;0;0;0;3;0.67;0;0;1;1;4;3
0;0;0;0;0;0;0;0;1;1;0;0;1;1
4;1;0;0;0;0;3;0.33;0;0;2;0.5;9;6
0;0;0;0;0;0;0;0;0;0;3;1;3;3
2;0;0;0;1;0;0;0;0;0;0;0;3;0
5;0.6;0;0;0;0;4;0.5;0;0;3;0.67;12;7
0;0;0;0;0;0;1;0;0;0;2;0.5;3;1
0;0;0;0;0;0;1;1;0;0;3;0.67;4;3
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;3;1;0;0;4;0.75;7;6
0;0;0;0;0;0;4;0.75;1;0;3;0.67;8;5
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;1;0;0;3;0.67;4;3
3;0.67;0;0;0;0;0;0;0;0;0;0;3;2
0;0;0;0;1;0;0;0;1;1;0;0;2;1
5;1;0;0;0;0;3;0.33;0;0;6;1;14;12
2;1;1;0;0;0;0;0;0;0;0;0;3;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;0;2;1;0;0;2;1;4;4
0;0;1;0;0;0;2;1;0;0;0;0;3;2
0;0;0;0;0;0;0;0;1;1;1;0;2;1
0;0;0;0;0;0;3;1;0;0;0;0;3;3
1;1;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;1;0;0;0;1;1;2;1
0;0;1;1;0;0;5;0.6;1;1;3;0.67;10;7
6;0.83;1;1;0;0;0;0;0;0;0;0;7;6
0;0;0;0;0;0;1;1;0;0;1;0;2;1
0;0;0;0;0;0;2;0;0;0;0;0;2;0
0;0;0;0;0;0;3;1;0;0;1;1;4;4
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;0;0;0;0;1;0;1;0
2;1;0;0;0;0;6;0.67;0;0;3;0.67;11;8
0;0;0;0;0;0;4;0.25;0;0;3;1;7;4
3;1;1;1;0;0;2;0;1;1;3;1;10;8
3;1;1;0;6;0.5;1;1;0;0;0;0;11;7
0;0;0;0;0;0;3;0.33;0;0;1;1;4;2
0;0;1;0;0;0;3;0.33;1;1;0;0;5;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;4;0.5;1;1;0;0;5;3
2;0.5;0;0;0;0;1;1;0;0;0;0;3;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;2;1;0;0;4;0.75;0;0;4;1;10;9
0;0;0;0;1;1;1;1;1;1;2;1;5;5
4;1;0;0;0;0;1;0;0;0;0;0;5;4
0;0;2;1;0;0;2;1;1;1;1;1;6;6
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;0;0;1;1;0;0;1;1
1;1;1;1;0;0;3;0.33;1;1;5;1;11;9
2;0.5;0;0;0;0;3;0.33;0;0;5;1;10;7
0;0;0;0;0;0;1;0;0;0;0;0;1;0
4;1;0;0;0;0;1;1;0;0;0;0;5;5
0;0;0;0;0;0;2;1;0;0;0;0;2;2
2;1;0;0;0;0;1;0;0;0;1;0;4;2
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;2;1;1;1;2;1;0;0;3;1;8;8
0;0;1;0;0;0;2;0.5;0;0;0;0;3;1
0;0;0;0;0;0;2;1;1;0;1;1;4;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;2;0.5;0;0;1;0;3;1
0;0;0;0;0;0;3;1;0;0;0;0;3;3
0;0;0;0;0;0;4;0.5;0;0;1;1;5;3
0;0;1;1;0;0;3;0.33;0;0;0;0;4;2
0;0;1;1;0;0;5;0.8;0;0;0;0;6;5
0;0;0;0;0;0;3;0.67;2;1;1;0;6;4
0;0;2;1;0;0;3;0.67;1;1;0;0;6;5
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;1;0;0;0;1;1;2;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;0;2;0;0;0;0;0;2;0
3;1;1;1;0;0;8;0.63;0;0;1;1;13;10
0;0;0;0;0;0;2;1;0;0;0;0;2;2
4;1;0;0;0;0;5;0.6;1;1;1;1;11;9
4;0.75;1;0;0;0;3;0.67;0;0;0;0;8;5
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
0;0;0;0;0;0;3;0;0;0;4;0.5;7;2
3;0.67;0;0;0;0;0;0;0;0;0;0;3;2
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
0;0;0;0;1;1;2;0.5;0;0;1;0;4;2
3;0.67;0;0;0;0;3;0.67;0;0;3;1;9;7
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;1;0;0;0;0;0;1;0
4;1;1;0;0;0;5;0.6;0;0;2;1;12;9
5;0.6;0;0;0;0;2;0.5;0;0;0;0;7;4
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;1;0;0;2;1;0;0;1;1;4;4
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
0;0;0;0;0;0;2;1;1;0;2;1;5;4
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;4;0.5;2;0;0;0;0;0;0;0;6;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;3;0.33;0;0;1;0;4;1
4;0.5;0;0;0;0;0;0;0;0;0;0;4;2
0;0;1;0;0;0;0;0;0;0;1;1;2;1
0;0;2;0;0;0;1;0;1;0;0;0;4;0
4;0.75;0;0;0;0;9;0.67;0;0;2;1;15;11
6;1;0;0;0;0;3;1;0;0;0;0;9;9
3;0.33;0;0;0;0;1;0;0;0;1;1;5;2
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;1;0;0;0;4;0.75;0;0;2;1;7;5
0;0;0;0;0;0;5;0.6;0;0;0;0;5;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;1;0;0;1;0;0;0;0;0;2;1
3;0.67;0;0;0;0;2;1;0;0;2;1;7;6
0;0;2;0.5;1;1;0;0;0;0;0;0;3;2
0;0;1;1;0;0;3;1;0;0;2;0.5;6;5
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;1;1;1;1;1;1;0;0;1;1;4;4
0;0;0;0;0;0;6;0.5;0;0;0;0;6;3
3;0.67;0;0;0;0;0;0;0;0;0;0;3;2
2;0;0;0;0;0;0;0;0;0;0;0;2;0
0;0;0;0;0;0;2;1;0;0;0;0;2;2
2;0.5;0;0;0;0;1;1;0;0;0;0;3;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;1;0;0;3;1;1;1;2;0.5;7;6
0;0;0;0;0;0;3;0;0;0;0;0;3;0
0;0;0;0;0;0;4;0.75;0;0;1;1;5;4
0;0;0;0;0;0;0;0;1;0;1;1;2;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
4;0.75;1;0;0;0;6;0.67;0;0;0;0;11;7
6;0.83;0;0;0;0;0;0;0;0;1;1;7;6
0;0;0;0;1;1;0;0;0;0;1;1;2;2
0;0;1;1;0;0;5;0.6;1;1;0;0;7;5
5;0.4;0;0;0;0;2;0.5;0;0;0;0;7;3
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;1;1;1;0;3;0.67;0;0;2;1;7;5
0;0;0;0;0;0;3;1;0;0;1;0;4;3
4;0.75;0;0;0;0;2;1;1;1;0;0;7;6
0;0;0;0;0;0;5;0.6;1;1;2;0.5;8;5
2;0.5;2;1;1;0;4;0.5;1;1;2;1;12;8
2;0.5;2;1;0;0;2;1;0;0;0;0;6;5
0;0;1;1;0;0;1;1;0;0;1;1;3;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;1;1;0;0;1;0;2;1
0;0;0;0;0;0;6;0.83;0;0;2;1;8;7
0;0;1;0;0;0;2;0.5;0;0;1;1;4;2
2;0.5;0;0;0;0;0;0;0;0;0;0;2;1
6;0.67;0;0;0;0;6;0.83;0;0;1;1;13;10
5;0.6;0;0;0;0;2;1;0;0;0;0;7;5
0;0;0;0;0;0;2;1;0;0;1;1;3;3
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;1;0;0;0;2;0.5;0;0;2;0.5;5;2
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;2;0.5;0;0;2;0.5;0;0;5;0.8;9;6
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
2;1;1;1;0;0;5;0.6;2;1;4;0.5;14;10
3;1;0;0;0;0;3;1;1;1;0;0;7;7
0;0;0;0;1;1;2;1;0;0;0;0;3;3
4;0.5;0;0;0;0;4;0.25;0;0;0;0;8;3
0;0;0;0;0;0;7;0.43;0;0;1;1;8;4
1;1;0;0;0;0;4;0.5;0;0;0;0;5;3
0;0;0;0;0;0;5;1;0;0;0;0;5;5
0;0;1;1;0;0;0;0;1;1;1;1;3;3
4;0.75;0;0;0;0;0;0;0;0;0;0;4;3
5;1;1;1;0;0;3;1;0;0;0;0;9;9
4;1;1;1;0;0;2;0.5;0;0;2;1;9;8
0;0;1;0;0;0;2;1;0;0;1;1;4;3
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;1;0;0;0;1;0;1;0;0;0;3;0
0;0;0;0;0;0;2;0;0;0;1;0;3;0
0;0;0;0;0;0;4;0.75;0;0;3;0.67;7;5
0;0;0;0;0;0;3;0.33;0;0;1;1;4;2
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
6;0.67;1;0;0;0;3;0.67;0;0;2;1;12;8
3;1;0;0;1;1;0;0;0;0;0;0;4;4
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;1;0;0;0;0;0;0;0;0;0;1;0
3;0.67;1;1;0;0;3;0.67;0;0;1;1;8;6
0;0;0;0;0;0;4;0.5;0;0;0;0;4;2
1;0;2;0.5;0;0;1;1;1;0;0;0;5;2
0;0;0;0;0;0;2;1;0;0;1;1;3;3
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
0;0;1;0;0;0;2;0.5;0;0;3;1;6;4
0;0;0;0;0;0;1;1;1;1;0;0;2;2
0;0;0;0;0;0;1;0;0;0;1;1;2;1
1;1;1;0;0;0;6;0.83;1;1;1;1;10;8
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
0;0;0;0;0;0;0;0;1;0;0;0;1;0
5;1;0;0;0;0;1;0;0;0;0;0;6;5
0;0;0;0;0;0;4;1;0;0;2;0;6;4
0;0;0;0;0;0;3;1;0;0;0;0;3;3
5;0.4;0;0;0;0;1;0;0;0;2;1;8;4
2;0.5;0;0;0;0;0;0;1;1;0;0;3;2
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;1;0;2;0.5;1;1;3;1;7;5
0;0;2;0.5;1;0;1;1;0;0;0;0;4;2
0;0;0;0;1;0;0;0;0;0;0;0;1;0
2;1;0;0;0;0;3;1;1;1;3;0.67;9;8
0;0;0;0;0;0;0;0;0;0;3;1;3;3
0;0;0;0;0;0;0;0;0;0;1;1;1;1
5;1;0;0;1;0;0;0;0;0;0;0;6;5
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
0;0;2;1;0;0;5;0.8;0;0;0;0;7;6
0;0;0;0;1;1;0;0;0;0;1;1;2;2
3;0.67;0;0;0;0;5;0.8;0;0;0;0;8;6
0;0;1;1;0;0;3;1;0;0;0;0;4;4
0;0;0;0;1;1;2;0;0;0;3;1;6;4
1;0;0;0;0;0;0;0;0;0;1;1;2;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
3;0.67;1;1;0;0;4;0.5;0;0;1;1;9;6
1;1;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;2;0.5;0;0;1;0;3;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;1;1;0;0;2;1;0;0;0;0;3;3
4;0.5;0;0;0;0;2;0;1;1;0;0;7;3
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
5;1;0;0;0;0;6;0.5;0;0;2;1;13;10
0;0;0;0;0;0;4;0.75;0;0;0;0;4;3
0;0;1;1;0;0;2;0;0;0;1;1;4;2
2;1;1;1;0;0;2;0.5;0;0;0;0;5;4
0;0;1;0;0;0;1;1;0;0;0;0;2;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
3;1;0;0;0;0;3;0.33;0;0;1;0;7;4
0;0;0;0;0;0;1;0;0;0;1;1;2;1
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
0;0;0;0;0;0;2;1;0;0;3;1;5;5
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;2;0;1;0;0;0;3;0
2;1;0;0;0;0;5;0.6;1;1;3;1;11;9
0;0;0;0;0;0;3;1;0;0;2;0;5;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;0;3;1;0;0;1;1;4;4
0;0;0;0;0;0;3;1;0;0;0;0;3;3
0;0;0;0;0;0;2;1;0;0;2;0.5;4;3
0;0;0;0;0;0;2;0;0;0;0;0;2;0
0;0;0;0;0;0;7;0.86;0;0;2;1;9;8
0;0;0;0;0;0;1;1;0;0;2;1;3;3
0;0;0;0;0;0;1;1;0;0;1;0;2;1
0;0;0;0;0;0;1;1;0;0;0;0;1;1
5;0.8;1;1;0;0;0;0;0;0;2;1;8;7
4;0.75;1;1;0;0;1;1;2;1;0;0;8;7
2;1;0;0;0;0;2;1;0;0;2;0;6;4
0;0;1;0;1;0;3;1;0;0;0;0;5;3
3;1;1;0;0;0;3;1;0;0;2;1;9;8
0;0;0;0;0;0;2;1;1;1;2;1;5;5
0;0;0;0;0;0;3;1;0;0;1;1;4;4
4;0.5;0;0;0;0;0;0;0;0;0;0;4;2
1;0;0;0;0;0;0;0;0;0;1;1;2;1
0;0;1;0;0;0;0;0;0;0;0;0;1;0
3;1;0;0;0;0;2;1;0;0;3;0.67;8;7
0;0;0;0;0;0;2;1;0;0;0;0;2;2
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
1;0;0;0;0;0;2;0.5;0;0;0;0;3;1
0;0;0;0;0;0;2;0.5;1;1;1;1;4;3
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;0;0;0;0;1;0;0;0;0;0;1;0
2;0.5;0;0;0;0;6;0.83;1;1;0;0;9;7
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;1;0;0;0;2;0.5;0;0;0;0;3;1
0;0;0;0;0;0;0;0;0;0;1;0;1;0
4;0.75;0;0;0;0;5;0.6;1;0;2;0.5;12;7
0;0;1;1;0;0;6;0.67;0;0;1;1;8;6
0;0;1;1;0;0;1;0;0;0;1;1;3;2
5;0.8;0;0;0;0;3;1;0;0;1;1;9;8
0;0;1;1;0;0;3;0.67;0;0;1;1;5;4
0;0;0;0;0;0;4;0.5;0;0;2;1;6;4
2;1;0;0;0;0;3;0.33;0;0;0;0;5;3
0;0;1;0;0;0;0;0;0;0;0;0;1;0
2;1;0;0;0;0;3;0.33;0;0;1;1;6;4
0;0;0;0;0;0;0;0;1;0;1;0;2;0
4;1;0;0;0;0;1;1;0;0;0;0;5;5
0;0;0;0;0;0;2;0.5;0;0;1;1;3;2
0;0;0;0;0;0;4;0.5;0;0;0;0;4;2
0;0;0;0;0;0;2;1;0;0;1;1;3;3
0;0;0;0;0;0;3;0.67;0;0;1;1;4;3
2;0.5;0;0;0;0;2;0;0;0;0;0;4;1
0;0;1;0;1;0;3;1;0;0;0;0;5;3
0;0;1;0;0;0;2;0.5;0;0;0;0;3;1
0;0;0;0;0;0;2;0;0;0;0;0;2;0
0;0;0;0;0;0;1;1;1;1;2;1;4;4
0;0;0;0;0;0;2;1;0;0;1;1;3;3
0;0;0;0;0;0;2;1;0;0;3;0;5;2
0;0;0;0;0;0;1;1;0;0;0;0;1;1
6;1;0;0;0;0;1;1;0;0;0;0;7;7
5;1;0;0;0;0;0;0;0;0;0;0;5;5
0;0;0;0;0;0;3;0.67;0;0;1;1;4;3
0;0;0;0;0;0;5;1;0;0;2;1;7;7
6;0.83;0;0;0;0;3;0.33;0;0;0;0;9;6
0;0;0;0;0;0;2;1;1;1;2;1;5;5
0;0;0;0;0;0;3;0.67;0;0;3;0.67;6;4
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;1;0;0;0;0;0;0;7;1;8;8
0;0;1;1;0;0;3;0.67;0;0;3;1;7;6
0;0;0;0;0;0;2;1;0;0;1;1;3;3
1;1;0;0;0;0;1;0;1;1;0;0;3;2
3;1;0;0;1;0;2;1;0;0;2;1;8;7
0;0;0;0;0;0;4;0.75;0;0;1;0;5;3
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;0;0;0;0;2;0.5;0;0;0;0;2;1
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;0;0;0;3;0.33;1;1;4;1;8;6
6;0.67;0;0;0;0;0;0;0;0;1;1;7;5
0;0;0;0;0;0;1;1;0;0;1;1;2;2
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;0;2;1;0;0;2;1;4;4
0;0;0;0;0;0;2;0.5;0;0;2;1;4;3
0;0;0;0;0;0;4;0.25;0;0;0;0;4;1
2;1;1;1;0;0;2;1;0;0;0;0;5;5
0;0;1;1;0;0;4;1;0;0;1;0;6;5
0;0;0;0;0;0;3;0.67;0;0;1;1;4;3
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;1;1;0;0;3;0.67;0;0;0;0;4;3
0;0;0;0;0;0;2;0;1;1;2;1;5;3
0;0;0;0;0;0;3;0.33;0;0;0;0;3;1
1;0;0;0;0;0;1;0;0;0;0;0;2;0
2;0.5;1;1;0;0;4;0.75;0;0;6;1;13;11
3;1;0;0;0;0;4;0.5;0;0;1;1;8;6
0;0;1;0;0;0;0;0;0;0;1;1;2;1
5;1;5;0.4;0;0;0;0;0;0;4;0.75;14;10
7;0.86;0;0;1;0;3;0.33;0;0;1;1;12;8
7;0.71;0;0;0;0;4;0.75;1;1;2;0.5;14;10
0;0;0;0;0;0;1;1;0;0;2;0.5;3;2
0;0;1;0;0;0;4;0.5;0;0;1;0;6;2
0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;0;0;1;1;0;0;0;0;2;1
0;0;0;0;0;0;3;0.33;1;1;4;1;8;6
0;0;0;0;0;0;3;0.67;0;0;0;0;3;2
0;0;1;1;0;0;4;0;0;0;0;0;5;1
