7MSHOT;7MACC;6MSHOT;6MACC;9MSHOT;9MACC;WINGSHOT;WINGACC;PIVOTSHOT;PIVOTACC;FASTBREAKSHOT;FASTBREAKACC;SHOT;GOAL
0;0;0;0;2;0;0;0;0;0;0;0;2;0
0;0;2;1;6;0.83;0;0;0;0;0;0;8;7
0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;1;0;4;0.25;0;0;0;0;0;0;5;1
0;0;1;0;2;0;0;0;0;0;0;0;3;0
0;0;11;0.64;0;0;0;0;0;0;0;0;11;7
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;1;1;9;0.44;1;1;0;0;0;0;11;6
0;0;0;0;7;0.57;0;0;0;0;0;0;7;4
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;5;0.6;8;0.5;0;0;0;0;1;1;14;8
0;0;3;1;1;1;0;0;0;0;0;0;4;4
0;0;4;0.75;6;0.17;0;0;0;0;0;0;10;4
0;0;3;0.67;2;0.5;0;0;0;0;0;0;5;3
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;2;1;10;0.4;0;0;0;0;2;1;14;8
0;0;0;0;4;0.75;0;0;0;0;0;0;4;3
0;0;1;0;9;0.22;0;0;0;0;0;0;10;2
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;4;0.75;6;0.67;0;0;0;0;0;0;10;7
0;0;1;1;2;1;0;0;0;0;0;0;3;3
0;0;1;1;0;0;0;0;0;0;2;1;3;3
0;0;0;0;2;0.5;0;0;2;0.5;0;0;4;2
0;0;3;0.33;11;0.36;0;0;0;0;0;0;14;5
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;1;0;2;0;0;0;0;0;1;1;4;1
0;0;5;0.8;5;0.4;0;0;0;0;0;0;10;6
0;0;6;1;5;0;0;0;0;0;0;0;11;6
0;0;1;1;2;0.5;0;0;0;0;0;0;3;2
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;1;1;2;0.5;0;0;1;1;0;0;4;3
0;0;0;0;4;0.25;0;0;0;0;0;0;4;1
0;0;2;0;1;0;0;0;0;0;0;0;3;0
0;0;2;1;5;0.4;0;0;0;0;1;1;8;5
0;0;1;1;0;0;0;0;0;0;1;1;2;2
0;0;2;0.5;1;1;0;0;0;0;0;0;3;2
0;0;3;0.33;2;0;0;0;0;0;0;0;5;1
0;0;1;0;2;0;0;0;0;0;0;0;3;0
0;0;2;0.5;3;0.33;0;0;0;0;0;0;5;2
0;0;3;0.33;3;0.33;0;0;0;0;0;0;6;2
0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;0;0;3;0.67;0;0;0;0;1;1;4;3
0;0;2;0.5;5;0.4;0;0;0;0;0;0;7;3
0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;1;1;4;0;0;0;0;0;0;0;5;1
0;0;1;0;13;0.46;0;0;0;0;0;0;14;6
0;0;0;0;7;0.71;0;0;0;0;0;0;7;5
2;1;1;0;3;0.33;0;0;2;0.5;0;0;8;4
0;0;0;0;2;0.5;0;0;0;0;1;0;3;1
0;0;2;0.5;7;1;0;0;0;0;0;0;9;8
0;0;2;1;1;1;0;0;0;0;0;0;3;3
0;0;0;0;4;0.5;0;0;0;0;0;0;4;2
0;0;0;0;3;0.33;0;0;0;0;0;0;3;1
0;0;2;0.5;4;0.5;0;0;0;0;3;1;9;6
0;0;3;1;2;0.5;0;0;0;0;0;0;5;4
0;0;1;1;6;0.17;0;0;0;0;1;1;8;3
0;0;2;0.5;2;0;0;0;0;0;0;0;4;1
0;0;4;0.75;5;0.2;0;0;0;0;3;1;12;7
0;0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;5;0.8;6;0.5;0;0;0;0;0;0;11;7
0;0;1;1;5;0.8;0;0;0;0;0;0;6;5
3;0.67;2;0;2;0;0;0;0;0;1;1;8;3
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;0;0;3;0.33;0;0;0;0;0;0;3;1
0;0;1;0;1;0;0;0;0;0;0;0;2;0
0;0;4;0.5;4;0.5;0;0;0;0;0;0;8;4
0;0;0;0;6;0.5;0;0;0;0;0;0;6;3
0;0;1;0;1;1;0;0;0;0;0;0;2;1
0;0;3;0.67;8;0.38;0;0;0;0;1;1;12;6
0;0;2;1;8;0.5;0;0;0;0;0;0;10;6
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;4;1;5;0.4;0;0;0;0;1;0;10;6
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;2;0.5;0;0;2;1
0;0;1;0;2;0.5;0;0;0;0;0;0;3;1
0;0;2;0.5;2;0;0;0;0;0;0;0;4;1
0;0;3;1;8;0.5;0;0;0;0;1;1;12;8
0;0;4;0.5;1;1;0;0;0;0;0;0;5;3
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;3;0;1;0;0;0;0;0;0;0;4;0
0;0;2;1;3;0.67;0;0;0;0;0;0;5;4
0;0;2;0;7;0.57;0;0;0;0;0;0;9;4
0;0;0;0;5;0.6;0;0;0;0;0;0;5;3
0;0;0;0;7;0.71;0;0;0;0;0;0;7;5
0;0;1;1;5;0.6;0;0;0;0;0;0;6;4
2;1;1;1;5;0.2;0;0;0;0;0;0;8;4
0;0;0;0;3;0.67;0;0;0;0;0;0;3;2
0;0;0;0;3;0.67;0;0;0;0;0;0;3;2
0;0;0;0;3;0.33;0;0;0;0;0;0;3;1
0;0;1;1;2;0;0;0;0;0;1;0;4;1
0;0;5;0.8;2;0.5;0;0;0;0;1;1;8;6
0;0;1;0;2;0.5;0;0;0;0;0;0;3;1
0;0;1;0;3;0.33;0;0;0;0;0;0;4;1
0;0;1;0;3;0.33;0;0;0;0;0;0;4;1
0;0;1;1;6;0.5;0;0;0;0;3;1;10;7
0;0;2;1;1;0;0;0;0;0;0;0;3;2
0;0;1;0;2;0.5;0;0;0;0;0;0;3;1
0;0;1;0;2;0;0;0;1;1;0;0;4;1
0;0;0;0;7;0.29;0;0;0;0;0;0;7;2
0;0;3;1;1;1;0;0;0;0;2;1;6;6
0;0;1;1;4;0.5;0;0;0;0;0;0;5;3
1;1;0;0;2;0.5;0;0;0;0;0;0;3;2
0;0;1;0;6;0.33;0;0;0;0;0;0;7;2
0;0;1;0;2;0;0;0;0;0;0;0;3;0
0;0;0;0;0;0;0;0;3;1;0;0;3;3
0;0;1;1;2;1;0;0;0;0;0;0;3;3
0;0;2;0;5;0.4;0;0;0;0;0;0;7;2
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;6;0.67;6;0.5;0;0;0;0;0;0;12;7
0;0;2;1;8;0.38;0;0;0;0;0;0;10;5
0;0;1;1;2;0.5;0;0;0;0;1;1;4;3
0;0;1;1;2;0;0;0;0;0;0;0;3;1
0;0;3;0.33;8;0.63;0;0;0;0;2;1;13;8
0;0;4;0.75;3;0;0;0;1;1;0;0;8;4
0;0;0;0;5;0.6;0;0;0;0;1;0;6;3
0;0;1;0;1;1;0;0;0;0;0;0;2;1
0;0;6;0.67;1;0;0;0;0;0;0;0;7;4
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;1;1;10;0.7;0;0;0;0;1;1;12;9
0;0;3;0.67;4;0.75;0;0;0;0;0;0;7;5
0;0;1;1;6;0.5;0;0;0;0;0;0;7;4
0;0;1;1;1;0;0;0;0;0;0;0;2;1
2;0.5;1;1;6;0.5;0;0;1;0;2;1;12;7
0;0;1;1;5;0.4;0;0;0;0;0;0;6;3
0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;1;0;0;0;0;0;0;0;1;0;2;0
0;0;3;0.67;8;0.5;0;0;0;0;0;0;11;6
0;0;0;0;5;0.6;0;0;0;0;0;0;5;3
0;0;0;0;5;0.6;0;0;0;0;0;0;5;3
0;0;0;0;2;0.5;0;0;0;0;0;0;2;1
0;0;4;0.75;2;0.5;0;0;0;0;1;0;7;4
0;0;0;0;2;0.5;0;0;0;0;0;0;2;1
0;0;0;0;3;0.33;0;0;0;0;0;0;3;1
0;0;1;1;9;0.44;0;0;0;0;0;0;10;5
0;0;2;0.5;6;0.5;0;0;0;0;0;0;8;4
3;0.67;1;0;6;0.33;0;0;0;0;0;0;10;4
0;0;2;1;1;1;0;0;0;0;0;0;3;3
0;0;0;0;7;0.14;0;0;0;0;0;0;7;1
0;0;0;0;2;0;0;0;0;0;0;0;2;0
0;0;3;1;6;0.33;0;0;0;0;0;0;9;5
0;0;3;0.67;0;0;0;0;0;0;0;0;3;2
0;0;2;0;1;0;0;0;0;0;0;0;3;0
0;0;2;1;6;0.67;0;0;0;0;1;1;9;7
0;0;1;0;6;0.67;0;0;0;0;0;0;7;4
0;0;2;0.5;1;0;0;0;0;0;1;1;4;2
0;0;1;1;6;0.17;0;0;0;0;0;0;7;2
0;0;3;0.67;5;0.4;0;0;0;0;1;1;9;5
0;0;3;0.67;5;0.2;0;0;0;0;1;1;9;4
0;0;1;1;1;1;0;0;0;0;0;0;2;2
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;0;0;2;0;0;0;0;0;0;0;2;0
0;0;2;0.5;11;0.55;0;0;0;0;0;0;13;7
0;0;0;0;0;0;0;0;0;0;1;1;1;1
0;0;1;1;1;0;0;0;0;0;0;0;2;1
0;0;3;1;1;1;0;0;0;0;0;0;4;4
0;0;0;0;4;0.75;0;0;0;0;0;0;4;3
0;0;2;0.5;1;1;0;0;0;0;1;1;4;3
0;0;1;1;4;0.5;0;0;0;0;0;0;5;3
0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;0;3;1;3;1;0;0;0;0;0;0;6;6
0;0;1;1;3;1;0;0;0;0;0;0;4;4
0;0;2;0.5;3;0.67;0;0;0;0;0;0;5;3
0;0;1;1;0;0;0;0;0;0;0;0;1;1
0;0;0;0;2;0;0;0;0;0;0;0;2;0
0;0;1;1;6;0.33;0;0;0;0;0;0;7;3
0;0;1;1;1;0;0;0;0;0;1;1;3;2
0;0;3;0;2;0.5;0;0;0;0;0;0;5;1
0;0;0;0;3;0.67;0;0;0;0;1;1;4;3
0;0;0;0;2;0.5;0;0;0;0;0;0;2;1
0;0;0;0;0;0;0;0;1;1;0;0;1;1
0;0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;2;0.5;3;0;0;0;0;0;0;0;5;1
0;0;6;0.67;2;1;0;0;0;0;0;0;8;6
0;0;3;0.33;0;0;0;0;3;1;1;1;7;5
0;0;2;0.5;0;0;0;0;0;0;1;1;3;2
0;0;1;1;4;0;0;0;0;0;0;0;5;1
